attack,alpha,component,n_runs,err_all_mean,err_all_std,err_all_min,err_all_max,err_static_mean,err_static_std,err_static_min,err_static_max,err_dynamic_mean,err_dynamic_std,err_dynamic_min,err_dynamic_max,err_accepted_mean,err_accepted_std,err_accepted_min,err_accepted_max,contamination_mean,contamination_std,contamination_min,contamination_max,n_confound_mean,n_confound_std,n_confound_min,n_confound_max,best_set_majority,best_set_agreement
label_flip,0.25,DCV,3,0.07605712136641839,0.008933754281212725,0.06580059477591622,0.08214179058011012,0.1150266724301785,0.010023488837918723,0.10426926495747342,0.12410388489756344,0.13424845875768984,0.003072899271745096,0.13071612699391713,0.13630563008157576,0.17707813411376727,0.006847730809703365,0.1712206695499654,0.18460675757970885,0.0760571213664184,0.008933754281212732,0.06580059477591624,0.08214179058011015,6.10622663543836e-17,9.100274040305111e-18,5.2735593669694933e-17,7.077671781985372e-17,all,1.0
label_flip,0.25,Dcluster,3,0.10166463783272993,0.011838189132759674,0.09031363530578282,0.11393625751296341,0.14708930010528676,0.008980437631617476,0.13838317821915427,0.15632097164289988,0.17433144329785374,0.007314499776303844,0.16679081163758322,0.18139661308539642,0.22708331800287576,0.0054269710049518645,0.22095462450956757,0.2312796326542867,0.10166463783272993,0.011838189132759665,0.09031363530578282,0.1139362575129634,6.938893903907228e-17,1.4686870114880517e-17,5.2735593669694933e-17,8.049116928532385e-17,all,1.0
label_flip,0.25,Dsim,3,0.02017204824641031,0.002509687991648146,0.01738132330143622,0.022243742387938092,0.009573875542961666,0.000962305159841729,0.008470916688412258,0.010242156273894801,0.009327368307876886,0.0011185976040969708,0.00827748389584923,0.01050389906576029,0.008683320112642426,0.0009385000169035206,0.008016273378061,0.009756484455096833,0.020172048246410317,0.002509687991648147,0.017381323301436227,0.022243742387938102,4.8890289964613014e-17,8.470147469182947e-18,4.015884846886308e-17,5.707240235963695e-17,accepted,1.0
label_flip,0.5,DCV,3,0.027035653723974044,0.002806307135614622,0.023910147771412465,0.029339196241742933,0.025481769886056715,0.00169876638811363,0.023793063240925005,0.02719042040368954,0.031408758325180905,0.006620107962796503,0.024578204179553052,0.037796151981646334,0.04827439246435474,0.005609158120388905,0.04250385795519882,0.05370688437107968,0.027035653723974054,0.002806307135614619,0.023910147771412475,0.029339196241742933,3.908910232534405e-17,1.4984369612471034e-17,2.4980018054066023e-17,5.4817261840867107e-17,static,0.6667
label_flip,0.5,Dcluster,3,0.0353665200460293,0.006088888619916995,0.028504189075935167,0.04012277981769145,0.039409272712477204,0.0007461727396273022,0.03859757222643913,0.04006538381557444,0.040153482976402394,0.011137953537069492,0.028478840654188365,0.05066317548193352,0.05722644941982153,0.006943257350857438,0.05124921562761954,0.0648425202363041,0.03536652004602928,0.006088888619916988,0.02850418907593517,0.04012277981769144,4.9960036108132046e-17,2.7755575615628907e-18,4.718447854656915e-17,5.2735593669694933e-17,static,0.3333
label_flip,0.5,Dsim,3,0.02002421247046844,0.0033913908583290647,0.017099030392369464,0.02374157939892121,0.0069074966778799275,0.0009212177909366048,0.005890558724614357,0.0076861880032260315,0.00816722857185889,0.00043956754978999974,0.007693312072168052,0.008561578035941228,0.00936354940483612,0.0007147405450069178,0.008707517368524306,0.010125236406776067,0.020024212470468445,0.0033913908583290513,0.017099030392369482,0.023741579398921204,5.2504297206231366e-17,7.590447710662596e-18,4.4842601854000466e-17,6.002143226879753e-17,static,1.0
label_flip,1.0,DCV,3,0.030757630913043427,0.004336161739443501,0.026899841023658756,0.03545065167029111,0.03169382222001197,0.003942245351558903,0.02877675980447052,0.0361787966471021,0.03604150896447933,0.005201067943684845,0.031915522303388934,0.041883825423470175,0.03299590029430487,0.00438572386879034,0.028522553817437696,0.03728840726305381,0.030757630913043427,0.004336161739443485,0.026899841023658767,0.035450651670291086,3.4925765982999715e-17,1.472506750088421e-17,1.8041124150158794e-17,4.5102810375396984e-17,all,1.0
label_flip,1.0,Dcluster,3,0.036537513357169316,0.005187888125687284,0.03250450193773073,0.04239007138309281,0.04314780088556568,0.003289834080433164,0.03958467411584796,0.04607002372616506,0.046033231455512524,0.003997881886382072,0.04229520031652077,0.05024818009745695,0.03871321199279745,0.004921321159975835,0.034581970696621334,0.04415803905278205,0.03653751335716932,0.0051878881256872894,0.03250450193773074,0.04239007138309282,2.960594732333751e-17,1.3532325701032312e-17,2.0122792321330962e-17,4.5102810375396984e-17,all,1.0
label_flip,1.0,Dsim,3,0.012249419317038579,0.002398070336916576,0.009514163203585327,0.013990573592606189,0.0069558012657890515,0.0027448249612671205,0.004171520196212014,0.009659390717688435,0.010129063931207279,0.0010889673418865147,0.00916927111478732,0.011312485878297592,0.012057891093496928,0.0024462234981191475,0.009359724839415547,0.014130806764536999,0.012249419317038589,0.0023980703369165853,0.009514163203585328,0.013990573592606212,3.431861276640783e-17,7.704073422323978e-18,2.7668839441830072e-17,4.276093368282829e-17,static,0.6667
minmax,0.1,DCV,3,0.034559710362838204,0.002069141503934284,0.03217984552462407,0.03593275224968915,0.1498257670318827,0.0070131876904946456,0.14544675338214097,0.15791467901097356,0.06305676160190112,0.0070498517241302325,0.05518427710792286,0.0687869938854501,0.07582918741349631,0.020590400055431564,0.06298729422919787,0.09957869162089493,0.0345597103628382,0.0020691415039342928,0.03217984552462406,0.03593275224968916,5.828670879282072e-17,2.4037033579794534e-18,5.551115123125783e-17,5.967448757360216e-17,all,1.0
