dataset,attack,alpha,round,n_seeds,L1_DR,L1_FPR,L2_DR,L2_FPR,Final_DR,Final_FPR
cifar-10,minmax,0.25,39,3,0.0,0.038461538461538464,0.45,0.057692307692307696,0.45,0.057692307692307696
cifar-10,minmax,0.25,40,3,0.09090909090909091,0.06,0.7272727272727273,0.14,0.7272727272727273,0.14
cifar-10,minmax,0.25,41,3,0.045454545454545456,0.04,0.8636363636363636,0.28,0.8636363636363636,0.28
cifar-10,minmax,0.25,42,3,0.05,0.07692307692307693,0.55,0.1346153846153846,0.55,0.1346153846153846
cifar-10,minmax,0.25,43,3,0.0,0.04,0.6818181818181818,0.06,0.6818181818181818,0.06
cifar-10,minmax,0.25,44,3,0.0,0.09259259259259259,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2222222222222222
cifar-10,minmax,0.25,45,3,0.0,0.02,0.6818181818181818,0.08,0.6818181818181818,0.08
cifar-10,minmax,0.25,46,3,0.0,0.058823529411764705,0.6666666666666666,0.17647058823529413,0.6666666666666666,0.17647058823529413
cifar-10,minmax,0.25,47,3,0.0,0.04081632653061224,0.5652173913043478,0.10204081632653061,0.5652173913043478,0.10204081632653061
cifar-10,minmax,0.25,48,3,0.0,0.03636363636363636,0.5882352941176471,0.14545454545454545,0.5882352941176471,0.14545454545454545
cifar-10,minmax,0.25,49,3,0.0,0.038461538461538464,0.5,0.07692307692307693,0.5,0.07692307692307693
cifar-10,minmax,0.25,50,3,0.0,0.04081632653061224,0.6956521739130435,0.10204081632653061,0.6956521739130435,0.10204081632653061
cifar-10,minmax,0.5,11,3,0.043478260869565216,0.0,0.9565217391304348,0.0,0.9565217391304348,0.0
cifar-10,minmax,0.5,12,3,0.04,0.10638297872340426,0.96,0.10638297872340426,0.96,0.10638297872340426
cifar-10,minmax,0.5,13,3,0.08695652173913043,0.12244897959183673,1.0,0.12244897959183673,1.0,0.12244897959183673
cifar-10,minmax,0.5,14,3,0.0,0.09259259259259259,0.9444444444444444,0.12962962962962962,0.9444444444444444,0.12962962962962962
cifar-10,minmax,0.5,15,3,0.0,0.0392156862745098,1.0,0.0784313725490196,1.0,0.0784313725490196
cifar-10,minmax,0.5,16,3,0.047619047619047616,0.058823529411764705,1.0,0.058823529411764705,1.0,0.058823529411764705
cifar-10,minmax,0.5,17,3,0.08695652173913043,0.02040816326530612,0.9565217391304348,0.04081632653061224,0.9565217391304348,0.04081632653061224
cifar-10,minmax,0.5,18,3,0.045454545454545456,0.04,1.0,0.08,1.0,0.08
cifar-10,minmax,0.5,19,3,0.0625,0.05357142857142857,1.0,0.10714285714285714,1.0,0.10714285714285714
cifar-10,minmax,0.5,20,3,0.047619047619047616,0.0392156862745098,1.0,0.058823529411764705,1.0,0.058823529411764705
cifar-10,minmax,0.5,21,3,0.07142857142857142,0.045454545454545456,1.0,0.045454545454545456,1.0,0.045454545454545456
cifar-10,minmax,0.5,22,3,0.045454545454545456,0.1,0.9545454545454546,0.14,0.9545454545454546,0.14
cifar-10,minmax,0.5,23,3,0.08333333333333333,0.0625,1.0,0.10416666666666667,1.0,0.10416666666666667
cifar-10,minmax,0.5,24,3,0.09090909090909091,0.06,1.0,0.1,1.0,0.1
cifar-10,minmax,0.5,25,3,0.08333333333333333,0.08333333333333333,0.9583333333333334,0.125,0.9583333333333334,0.125
cifar-10,minmax,0.5,26,3,0.05263157894736842,0.03773584905660377,0.9473684210526315,0.03773584905660377,0.9473684210526315,0.03773584905660377
cifar-10,minmax,0.5,27,3,0.09523809523809523,0.09803921568627451,1.0,0.13725490196078433,1.0,0.13725490196078433
cifar-10,minmax,0.5,28,3,0.058823529411764705,0.05454545454545454,1.0,0.07272727272727272,1.0,0.07272727272727272
cifar-10,minmax,0.5,29,3,0.047619047619047616,0.0392156862745098,1.0,0.058823529411764705,1.0,0.058823529411764705
cifar-10,minmax,0.5,30,3,0.13043478260869565,0.02040816326530612,1.0,0.08163265306122448,1.0,0.08163265306122448
cifar-10,minmax,0.5,31,3,0.05,0.0,0.95,0.019230769230769232,0.95,0.019230769230769232
cifar-10,minmax,0.5,32,3,0.0,0.11538461538461539,0.95,0.1346153846153846,0.95,0.1346153846153846
cifar-10,minmax,0.5,33,3,0.05263157894736842,0.09433962264150944,1.0,0.09433962264150944,1.0,0.09433962264150944
cifar-10,minmax,0.5,34,3,0.11764705882352941,0.03636363636363636,1.0,0.05454545454545454,1.0,0.05454545454545454
cifar-10,minmax,0.5,35,3,0.05,0.057692307692307696,1.0,0.11538461538461539,1.0,0.11538461538461539
cifar-10,minmax,0.5,36,3,0.045454545454545456,0.06,0.9545454545454546,0.12,0.9545454545454546,0.12
cifar-10,minmax,0.5,37,3,0.047619047619047616,0.0,0.9047619047619048,0.0784313725490196,0.9047619047619048,0.0784313725490196
cifar-10,minmax,0.5,38,3,0.0,0.0392156862745098,1.0,0.0784313725490196,1.0,0.0784313725490196
cifar-10,minmax,0.5,39,3,0.08695652173913043,0.08163265306122448,1.0,0.14285714285714285,1.0,0.14285714285714285
cifar-10,minmax,0.5,40,3,0.08695652173913043,0.061224489795918366,1.0,0.061224489795918366,1.0,0.061224489795918366
cifar-10,minmax,0.5,41,3,0.043478260869565216,0.0,1.0,0.04081632653061224,1.0,0.04081632653061224
cifar-10,minmax,0.5,42,3,0.05,0.038461538461538464,0.95,0.07692307692307693,0.95,0.07692307692307693
cifar-10,minmax,0.5,43,3,0.043478260869565216,0.02040816326530612,0.9130434782608695,0.04081632653061224,0.9130434782608695,0.04081632653061224
cifar-10,minmax,0.5,44,3,0.08695652173913043,0.02040816326530612,1.0,0.061224489795918366,1.0,0.061224489795918366
cifar-10,minmax,0.5,45,3,0.047619047619047616,0.0,0.9523809523809523,0.058823529411764705,0.9523809523809523,0.058823529411764705
cifar-10,minmax,0.5,46,3,0.058823529411764705,0.09090909090909091,1.0,0.10909090909090909,1.0,0.10909090909090909
cifar-10,minmax,0.5,47,3,0.038461538461538464,0.043478260869565216,0.9615384615384616,0.08695652173913043,0.9615384615384616,0.08695652173913043
cifar-10,minmax,0.5,48,3,0.05555555555555555,0.0,0.9444444444444444,0.037037037037037035,0.9444444444444444,0.037037037037037035
cifar-10,minmax,0.5,49,3,0.08695652173913043,0.02040816326530612,0.9565217391304348,0.061224489795918366,0.9565217391304348,0.061224489795918366
cifar-10,minmax,0.5,50,3,0.043478260869565216,0.04081632653061224,1.0,0.061224489795918366,1.0,0.061224489795918366
cifar-10,minmax,1.0,11,3,0.0,0.019230769230769232,0.95,0.019230769230769232,0.95,0.019230769230769232
cifar-10,minmax,1.0,12,3,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
cifar-10,minmax,1.0,13,3,0.0,0.019230769230769232,0.85,0.019230769230769232,0.85,0.019230769230769232
cifar-10,minmax,1.0,14,3,0.0,0.0196078431372549,0.9523809523809523,0.0196078431372549,0.9523809523809523,0.0196078431372549
cifar-10,minmax,1.0,15,3,0.0,0.019230769230769232,0.95,0.019230769230769232,0.95,0.019230769230769232
cifar-10,minmax,1.0,16,3,0.0,0.020833333333333332,0.875,0.020833333333333332,0.875,0.020833333333333332
cifar-10,minmax,1.0,17,3,0.0,0.0,0.9523809523809523,0.0,0.9523809523809523,0.0
cifar-10,minmax,1.0,18,3,0.0,0.0392156862745098,0.8571428571428571,0.0392156862745098,0.8571428571428571,0.0392156862745098
cifar-10,minmax,1.0,19,3,0.0,0.038461538461538464,0.95,0.038461538461538464,0.95,0.038461538461538464
cifar-10,minmax,1.0,20,3,0.0,0.0,0.9,0.0,0.9,0.0
cifar-10,minmax,1.0,21,3,0.0,0.0,0.9130434782608695,0.0,0.9130434782608695,0.0
cifar-10,minmax,1.0,22,3,0.0,0.0,0.9090909090909091,0.0,0.9090909090909091,0.0
cifar-10,minmax,1.0,23,3,0.0,0.0196078431372549,0.9047619047619048,0.0196078431372549,0.9047619047619048,0.0196078431372549
cifar-10,minmax,1.0,24,3,0.0,0.0196078431372549,0.9523809523809523,0.0196078431372549,0.9523809523809523,0.0196078431372549
cifar-10,minmax,1.0,25,3,0.0,0.0,0.9545454545454546,0.0,0.9545454545454546,0.0
cifar-10,minmax,1.0,26,3,0.0,0.0196078431372549,0.9047619047619048,0.0392156862745098,0.9047619047619048,0.0392156862745098
cifar-10,minmax,1.0,27,3,0.0,0.0,0.875,0.0,0.875,0.0
cifar-10,minmax,1.0,28,3,0.0,0.02040816326530612,0.9130434782608695,0.02040816326530612,0.9130434782608695,0.02040816326530612
cifar-10,minmax,1.0,29,3,0.0,0.0,0.9411764705882353,0.0,0.9411764705882353,0.0
cifar-10,minmax,1.0,30,3,0.0,0.0,0.95,0.0,0.95,0.0
cifar-10,minmax,1.0,31,3,0.0,0.02,0.9090909090909091,0.02,0.9090909090909091,0.02
cifar-10,minmax,1.0,32,3,0.0,0.0,0.88,0.0,0.88,0.0
cifar-10,minmax,1.0,33,3,0.0,0.02,0.9545454545454546,0.04,0.9545454545454546,0.04
cifar-10,minmax,1.0,34,3,0.0,0.0,0.9047619047619048,0.0,0.9047619047619048,0.0
cifar-10,minmax,1.0,35,3,0.0,0.019230769230769232,0.9,0.019230769230769232,0.9,0.019230769230769232
cifar-10,minmax,1.0,36,3,0.0,0.02040816326530612,0.9130434782608695,0.02040816326530612,0.9130434782608695,0.02040816326530612
cifar-10,minmax,1.0,37,3,0.0,0.0,0.9,0.019230769230769232,0.9,0.019230769230769232
cifar-10,minmax,1.0,38,3,0.0,0.02040816326530612,0.9565217391304348,0.04081632653061224,0.9565217391304348,0.04081632653061224
cifar-10,minmax,1.0,39,3,0.0,0.0196078431372549,0.9047619047619048,0.0196078431372549,0.9047619047619048,0.0196078431372549
cifar-10,minmax,1.0,40,3,0.0,0.0,0.9565217391304348,0.0,0.9565217391304348,0.0
cifar-10,minmax,1.0,41,3,0.0,0.021739130434782608,0.9615384615384616,0.021739130434782608,0.9615384615384616,0.021739130434782608
cifar-10,minmax,1.0,42,3,0.0,0.0,0.95,0.0,0.95,0.0
cifar-10,minmax,1.0,43,3,0.0,0.017543859649122806,0.9333333333333333,0.017543859649122806,0.9333333333333333,0.017543859649122806
cifar-10,minmax,1.0,44,3,0.0,0.02040816326530612,0.8695652173913043,0.02040816326530612,0.8695652173913043,0.02040816326530612
cifar-10,minmax,1.0,45,3,0.0,0.019230769230769232,0.9,0.038461538461538464,0.9,0.038461538461538464
cifar-10,minmax,1.0,46,3,0.0,0.0,0.9523809523809523,0.0,0.9523809523809523,0.0
cifar-10,minmax,1.0,47,3,0.0,0.018867924528301886,0.9473684210526315,0.018867924528301886,0.9473684210526315,0.018867924528301886
cifar-10,minmax,1.0,48,3,0.0,0.020833333333333332,0.875,0.020833333333333332,0.875,0.020833333333333332
cifar-10,minmax,1.0,49,3,0.0,0.0,0.92,0.0,0.92,0.0
cifar-10,minmax,1.0,50,3,0.0,0.020833333333333332,0.875,0.020833333333333332,0.875,0.020833333333333332
cifar-10,none,0.5,11,3,,0.08333333333333333,,0.1111111111111111,,0.1111111111111111
cifar-10,none,0.5,12,3,,0.06944444444444445,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,13,3,,0.05555555555555555,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,14,3,,0.08333333333333333,,0.09722222222222222,,0.09722222222222222
cifar-10,none,0.5,15,3,,0.05555555555555555,,0.08333333333333333,,0.08333333333333333
cifar-10,none,0.5,16,3,,0.08333333333333333,,0.1111111111111111,,0.1111111111111111
cifar-10,none,0.5,17,3,,0.05555555555555555,,0.08333333333333333,,0.08333333333333333
cifar-10,none,0.5,18,3,,0.06944444444444445,,0.08333333333333333,,0.08333333333333333
cifar-10,none,0.5,19,3,,0.08333333333333333,,0.09722222222222222,,0.09722222222222222
cifar-10,none,0.5,20,3,,0.027777777777777776,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,21,3,,0.041666666666666664,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,22,3,,0.06944444444444445,,0.08333333333333333,,0.08333333333333333
cifar-10,none,0.5,23,3,,0.027777777777777776,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,24,3,,0.013888888888888888,,0.041666666666666664,,0.041666666666666664
cifar-10,none,0.5,25,3,,0.013888888888888888,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,26,3,,0.06944444444444445,,0.1111111111111111,,0.1111111111111111
cifar-10,none,0.5,27,3,,0.013888888888888888,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,28,3,,0.09722222222222222,,0.125,,0.125
cifar-10,none,0.5,29,3,,0.027777777777777776,,0.09722222222222222,,0.09722222222222222
cifar-10,none,0.5,30,3,,0.05555555555555555,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,31,3,,0.041666666666666664,,0.041666666666666664,,0.041666666666666664
cifar-10,none,0.5,32,3,,0.027777777777777776,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,33,3,,0.013888888888888888,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,34,3,,0.041666666666666664,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,35,3,,0.027777777777777776,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,36,3,,0.06944444444444445,,0.08333333333333333,,0.08333333333333333
cifar-10,none,0.5,37,3,,0.027777777777777776,,0.041666666666666664,,0.041666666666666664
cifar-10,none,0.5,38,3,,0.05555555555555555,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,39,3,,0.027777777777777776,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,40,3,,0.013888888888888888,,0.041666666666666664,,0.041666666666666664
cifar-10,none,0.5,41,3,,0.041666666666666664,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,42,3,,0.05555555555555555,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,43,3,,0.06944444444444445,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,44,3,,0.05555555555555555,,0.06944444444444445,,0.06944444444444445
cifar-10,none,0.5,45,3,,0.027777777777777776,,0.05555555555555555,,0.05555555555555555
cifar-10,none,0.5,46,3,,0.013888888888888888,,0.041666666666666664,,0.041666666666666664
cifar-10,none,0.5,47,3,,0.013888888888888888,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,48,3,,0.013888888888888888,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,49,3,,0.027777777777777776,,0.027777777777777776,,0.027777777777777776
cifar-10,none,0.5,50,3,,0.05555555555555555,,0.06944444444444445,,0.06944444444444445
cifar-10,none,1.0,11,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,12,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,13,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,14,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,15,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,16,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,17,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,18,3,,0.013888888888888888,,0.013888888888888888,,0.013888888888888888
cifar-10,none,1.0,19,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,20,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,21,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,22,3,,0.013888888888888888,,0.013888888888888888,,0.013888888888888888
cifar-10,none,1.0,23,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,24,3,,0.027777777777777776,,0.027777777777777776,,0.027777777777777776
cifar-10,none,1.0,25,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,26,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,27,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,28,3,,0.013888888888888888,,0.013888888888888888,,0.013888888888888888
cifar-10,none,1.0,29,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,30,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,31,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,32,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,33,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,34,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,35,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,36,3,,0.013888888888888888,,0.013888888888888888,,0.013888888888888888
cifar-10,none,1.0,37,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,38,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,39,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,40,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,41,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,42,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,43,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,44,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,45,3,,0.013888888888888888,,0.013888888888888888,,0.013888888888888888
cifar-10,none,1.0,46,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,47,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,48,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,49,3,,0.0,,0.0,,0.0
cifar-10,none,1.0,50,3,,0.0,,0.0,,0.0
cifar-10,on_off,0.1,11,3,0.0,0.07142857142857142,0.5625,0.44642857142857145,0.5625,0.44642857142857145
cifar-10,on_off,0.1,12,3,0.0,0.0,0.2,0.34615384615384615,0.2,0.34615384615384615
cifar-10,on_off,0.1,13,3,0.0,0.02,0.22727272727272727,0.38,0.22727272727272727,0.38
cifar-10,on_off,0.1,14,3,0.0,0.0,0.23809523809523808,0.29411764705882354,0.23809523809523808,0.29411764705882354
cifar-10,on_off,0.1,15,3,0.0,0.0,1.0,0.41509433962264153,1.0,0.41509433962264153
cifar-10,on_off,0.1,16,3,0.0,0.037037037037037035,0.3333333333333333,0.42592592592592593,0.3333333333333333,0.42592592592592593
cifar-10,on_off,0.1,17,3,0.05263157894736842,0.018867924528301886,0.47368421052631576,0.2830188679245283,0.47368421052631576,0.2830188679245283
cifar-10,on_off,0.1,18,3,0.0,0.0,0.28,0.2765957446808511,0.28,0.2765957446808511
cifar-10,on_off,0.1,19,3,0.0,0.0,0.4117647058823529,0.2545454545454545,0.4117647058823529,0.2545454545454545
cifar-10,on_off,0.1,20,3,0.0,0.019230769230769232,1.0,0.3269230769230769,1.0,0.3269230769230769
cifar-10,on_off,0.1,21,3,0.0,0.0,0.38095238095238093,0.35294117647058826,0.38095238095238093,0.35294117647058826
cifar-10,on_off,0.1,22,3,0.10526315789473684,0.05660377358490566,0.3157894736842105,0.37735849056603776,0.3157894736842105,0.37735849056603776
cifar-10,on_off,0.1,23,3,0.043478260869565216,0.0,0.43478260869565216,0.3673469387755102,0.43478260869565216,0.3673469387755102
cifar-10,on_off,0.1,24,3,0.0,0.0,0.23809523809523808,0.19607843137254902,0.23809523809523808,0.19607843137254902
cifar-10,on_off,0.1,25,3,0.1,0.038461538461538464,1.0,0.36538461538461536,1.0,0.36538461538461536
cifar-10,on_off,0.1,26,3,0.0,0.0,0.35,0.40384615384615385,0.35,0.40384615384615385
cifar-10,on_off,0.1,27,3,0.0,0.0,0.36,0.2553191489361702,0.36,0.2553191489361702
cifar-10,on_off,0.1,28,3,0.0,0.0,0.25,0.3076923076923077,0.25,0.3076923076923077
cifar-10,on_off,0.1,29,3,0.045454545454545456,0.02,0.4090909090909091,0.3,0.4090909090909091,0.3
cifar-10,on_off,0.1,30,3,0.0,0.038461538461538464,1.0,0.34615384615384615,1.0,0.34615384615384615
cifar-10,on_off,0.1,31,3,0.0,0.0,0.30434782608695654,0.32653061224489793,0.30434782608695654,0.32653061224489793
cifar-10,on_off,0.1,32,3,0.0,0.02127659574468085,0.32,0.3404255319148936,0.32,0.3404255319148936
cifar-10,on_off,0.1,33,3,0.0,0.0,0.3333333333333333,0.375,0.3333333333333333,0.375
cifar-10,on_off,0.1,34,3,0.0,0.0,0.22727272727272727,0.38,0.22727272727272727,0.38
cifar-10,on_off,0.1,35,3,0.0,0.0,1.0,0.3404255319148936,1.0,0.3404255319148936
cifar-10,on_off,0.1,36,3,0.0,0.0,0.391304347826087,0.3469387755102041,0.391304347826087,0.3469387755102041
cifar-10,on_off,0.1,37,3,0.045454545454545456,0.0,0.3181818181818182,0.4,0.3181818181818182,0.4
cifar-10,on_off,0.1,38,3,0.0,0.0,0.2857142857142857,0.27450980392156865,0.2857142857142857,0.27450980392156865
cifar-10,on_off,0.1,39,3,0.041666666666666664,0.020833333333333332,0.2916666666666667,0.3125,0.2916666666666667,0.3125
cifar-10,on_off,0.1,40,3,0.0,0.01818181818181818,1.0,0.41818181818181815,1.0,0.41818181818181815
cifar-10,on_off,0.1,41,3,0.045454545454545456,0.0,0.3181818181818182,0.4,0.3181818181818182,0.4
cifar-10,on_off,0.1,42,3,0.0,0.0,0.35,0.4230769230769231,0.35,0.4230769230769231
cifar-10,on_off,0.1,43,3,0.047619047619047616,0.0392156862745098,0.47619047619047616,0.39215686274509803,0.47619047619047616,0.39215686274509803
cifar-10,on_off,0.1,44,3,0.047619047619047616,0.058823529411764705,0.42857142857142855,0.43137254901960786,0.42857142857142855,0.43137254901960786
cifar-10,on_off,0.1,45,3,0.045454545454545456,0.02,1.0,0.34,1.0,0.34
cifar-10,on_off,0.1,46,3,0.0,0.019230769230769232,0.15,0.3076923076923077,0.15,0.3076923076923077
cifar-10,on_off,0.1,47,3,0.0,0.0,0.43478260869565216,0.32653061224489793,0.43478260869565216,0.32653061224489793
cifar-10,on_off,0.1,48,3,0.0,0.02,0.4090909090909091,0.42,0.4090909090909091,0.42
cifar-10,on_off,0.1,49,3,0.0,0.0,0.36363636363636365,0.36,0.36363636363636365,0.36
cifar-10,on_off,0.1,50,3,0.0,0.0,1.0,0.38,1.0,0.38
cifar-10,on_off,0.25,11,3,0.0,0.043478260869565216,0.038461538461538464,0.043478260869565216,0.038461538461538464,0.043478260869565216
cifar-10,on_off,0.25,12,3,0.0,0.06382978723404255,0.04,0.06382978723404255,0.04,0.06382978723404255
cifar-10,on_off,0.25,13,3,0.043478260869565216,0.02040816326530612,0.13043478260869565,0.061224489795918366,0.13043478260869565,0.061224489795918366
cifar-10,on_off,0.25,14,3,0.0,0.03773584905660377,0.05263157894736842,0.03773584905660377,0.05263157894736842,0.03773584905660377
cifar-10,on_off,0.25,15,3,0.0,0.03636363636363636,1.0,0.05454545454545454,1.0,0.05454545454545454
cifar-10,on_off,0.25,16,3,0.0,0.06382978723404255,0.16,0.10638297872340426,0.16,0.10638297872340426
cifar-10,on_off,0.25,17,3,0.0,0.05555555555555555,0.05555555555555555,0.09259259259259259,0.05555555555555555,0.09259259259259259
cifar-10,on_off,0.25,18,3,0.0,0.0392156862745098,0.09523809523809523,0.09803921568627451,0.09523809523809523,0.09803921568627451
cifar-10,on_off,0.25,19,3,0.0,0.06382978723404255,0.08,0.14893617021276595,0.08,0.14893617021276595
cifar-10,on_off,0.25,20,3,0.0,0.0392156862745098,1.0,0.11764705882352941,1.0,0.11764705882352941
cifar-10,on_off,0.25,21,3,0.0,0.058823529411764705,0.19047619047619047,0.09803921568627451,0.19047619047619047,0.09803921568627451
cifar-10,on_off,0.25,22,3,0.0,0.019230769230769232,0.15,0.038461538461538464,0.15,0.038461538461538464
cifar-10,on_off,0.25,23,3,0.037037037037037035,0.044444444444444446,0.07407407407407407,0.08888888888888889,0.07407407407407407,0.08888888888888889
cifar-10,on_off,0.25,24,3,0.0,0.02040816326530612,0.043478260869565216,0.10204081632653061,0.043478260869565216,0.10204081632653061
cifar-10,on_off,0.25,25,3,0.0,0.020833333333333332,1.0,0.041666666666666664,1.0,0.041666666666666664
cifar-10,on_off,0.25,26,3,0.04,0.02127659574468085,0.12,0.0851063829787234,0.12,0.0851063829787234
cifar-10,on_off,0.25,27,3,0.0,0.05555555555555555,0.05555555555555555,0.12962962962962962,0.05555555555555555,0.12962962962962962
cifar-10,on_off,0.25,28,3,0.0,0.0425531914893617,0.08,0.10638297872340426,0.08,0.10638297872340426
cifar-10,on_off,0.25,29,3,0.05,0.057692307692307696,0.15,0.1346153846153846,0.15,0.1346153846153846
cifar-10,on_off,0.25,30,3,0.0,0.05555555555555555,1.0,0.12962962962962962,1.0,0.12962962962962962
cifar-10,on_off,0.25,31,3,0.0,0.02,0.09090909090909091,0.08,0.09090909090909091,0.08
cifar-10,on_off,0.25,32,3,0.0,0.018867924528301886,0.10526315789473684,0.07547169811320754,0.10526315789473684,0.07547169811320754
cifar-10,on_off,0.25,33,3,0.0,0.020833333333333332,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.10416666666666667
cifar-10,on_off,0.25,34,3,0.05263157894736842,0.018867924528301886,0.15789473684210525,0.09433962264150944,0.15789473684210525,0.09433962264150944
cifar-10,on_off,0.25,35,3,0.045454545454545456,0.02,1.0,0.1,1.0,0.1
cifar-10,on_off,0.25,36,3,0.0,0.0392156862745098,0.09523809523809523,0.11764705882352941,0.09523809523809523,0.11764705882352941
cifar-10,on_off,0.25,37,3,0.0,0.02,0.09090909090909091,0.06,0.09090909090909091,0.06
cifar-10,on_off,0.25,38,3,0.0,0.0392156862745098,0.09523809523809523,0.11764705882352941,0.09523809523809523,0.11764705882352941
cifar-10,on_off,0.25,39,3,0.05,0.038461538461538464,0.1,0.07692307692307693,0.1,0.07692307692307693
cifar-10,on_off,0.25,40,3,0.0625,0.03571428571428571,1.0,0.10714285714285714,1.0,0.10714285714285714
cifar-10,on_off,0.25,41,3,0.0,0.044444444444444446,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.1111111111111111
cifar-10,on_off,0.25,42,3,0.08333333333333333,0.0625,0.16666666666666666,0.10416666666666667,0.16666666666666666,0.10416666666666667
cifar-10,on_off,0.25,43,3,0.0,0.061224489795918366,0.08695652173913043,0.08163265306122448,0.08695652173913043,0.08163265306122448
cifar-10,on_off,0.25,44,3,0.0,0.04,0.0,0.08,0.0,0.08
cifar-10,on_off,0.25,45,3,0.0,0.0392156862745098,1.0,0.0784313725490196,1.0,0.0784313725490196
cifar-10,on_off,0.25,46,3,0.0,0.02040816326530612,0.08695652173913043,0.10204081632653061,0.08695652173913043,0.10204081632653061
cifar-10,on_off,0.25,47,3,0.043478260869565216,0.061224489795918366,0.13043478260869565,0.08163265306122448,0.13043478260869565,0.08163265306122448
cifar-10,on_off,0.25,48,3,0.05,0.019230769230769232,0.1,0.057692307692307696,0.1,0.057692307692307696
cifar-10,on_off,0.25,49,3,0.05263157894736842,0.05660377358490566,0.15789473684210525,0.11320754716981132,0.15789473684210525,0.11320754716981132
cifar-10,on_off,0.25,50,3,0.1111111111111111,0.05555555555555555,1.0,0.1111111111111111,1.0,0.1111111111111111
cifar-10,on_off,0.5,11,3,0.043478260869565216,0.0,0.043478260869565216,0.02040816326530612,0.043478260869565216,0.02040816326530612
cifar-10,on_off,0.5,12,3,0.0,0.019230769230769232,0.05,0.019230769230769232,0.05,0.019230769230769232
cifar-10,on_off,0.5,13,3,0.045454545454545456,0.06,0.045454545454545456,0.06,0.045454545454545456,0.06
cifar-10,on_off,0.5,14,3,0.13636363636363635,0.0,0.13636363636363635,0.02,0.13636363636363635,0.02
cifar-10,on_off,0.5,15,3,0.05,0.038461538461538464,1.0,0.038461538461538464,1.0,0.038461538461538464
cifar-10,on_off,0.5,16,3,0.09523809523809523,0.0196078431372549,0.09523809523809523,0.0392156862745098,0.09523809523809523,0.0392156862745098
cifar-10,on_off,0.5,17,3,0.125,0.041666666666666664,0.125,0.0625,0.125,0.0625
cifar-10,on_off,0.5,18,3,0.125,0.017857142857142856,0.125,0.05357142857142857,0.125,0.05357142857142857
cifar-10,on_off,0.5,19,3,0.09090909090909091,0.04,0.09090909090909091,0.08,0.09090909090909091,0.08
