dataset,attack,alpha,round,l1_median_mean,l1_mad_mean,l1_thr_reject_mean,l2_thr_distance_mean,n_seeds
cifar-10,alie,1.0,50,133.1539,15.032933333333332,193.28556666666668,98.32333333333334,3
cifar-10,gaussian_noise,0.1,11,196.2642,124.52003333333334,694.3444333333333,263.05333333333334,3
cifar-10,gaussian_noise,0.1,12,193.15666666666667,137.60296666666667,743.5685666666667,257.2766666666667,3
cifar-10,gaussian_noise,0.1,13,149.4877,92.62806666666667,520.0000666666666,218.61,3
cifar-10,gaussian_noise,0.1,14,186.84573333333333,135.91826666666665,730.5186666666665,247.86333333333334,3
cifar-10,gaussian_noise,0.1,15,156.92343333333335,109.01586666666667,592.9868333333334,244.87333333333333,3
cifar-10,gaussian_noise,0.1,16,172.5879,109.3522,609.9967666666666,234.08333333333334,3
cifar-10,gaussian_noise,0.1,17,176.18410000000003,126.04816666666666,680.3766999999999,265.21666666666664,3
cifar-10,gaussian_noise,0.1,18,183.18110000000001,116.78723333333335,650.3299666666667,244.48333333333335,3
cifar-10,gaussian_noise,0.1,19,184.75723333333335,118.63163333333334,659.2838,242.57666666666668,3
cifar-10,gaussian_noise,0.1,20,184.51066666666668,128.79603333333333,699.6947666666666,252.20000000000002,3
cifar-10,gaussian_noise,0.1,21,180.9041,117.86306666666667,652.3563666666668,235.69000000000003,3
cifar-10,gaussian_noise,0.1,22,174.32293333333334,111.54073333333334,620.4858666666667,248.70666666666668,3
cifar-10,gaussian_noise,0.1,23,217.31546666666668,152.39353333333335,826.8895666666667,295.95,3
cifar-10,gaussian_noise,0.1,24,156.73953333333336,108.38973333333333,590.2984,215.36333333333334,3
cifar-10,gaussian_noise,0.1,25,185.68086666666667,141.38996666666665,751.2407,275.06666666666666,3
cifar-10,gaussian_noise,0.1,26,163.22203333333334,108.3988,596.8172333333333,219.29333333333332,3
cifar-10,gaussian_noise,0.1,27,200.15746666666666,147.71266666666668,791.0081333333333,298.34,3
cifar-10,gaussian_noise,0.1,28,184.47026666666667,133.67386666666667,719.1657666666666,240.92333333333332,3
cifar-10,gaussian_noise,0.1,29,172.57253333333333,126.75786666666666,679.6039666666667,262.5266666666667,3
cifar-10,gaussian_noise,0.1,30,178.827,117.5182,648.8998,230.97,3
cifar-10,gaussian_noise,0.1,31,186.67170000000002,129.43023333333335,704.3926333333334,258.34666666666664,3
cifar-10,gaussian_noise,0.1,32,158.3978,101.09843333333333,562.7914,231.70333333333335,3
cifar-10,gaussian_noise,0.1,33,207.4813333333333,147.12199999999999,795.9694,289.79,3
cifar-10,gaussian_noise,0.1,34,166.8361,111.84276666666666,614.2071666666667,240.49,3
cifar-10,gaussian_noise,0.1,35,216.258,162.62423333333334,866.7549333333333,331.3566666666666,3
cifar-10,gaussian_noise,0.1,36,181.3406,136.30863333333335,726.5751666666666,221.85333333333332,3
cifar-10,gaussian_noise,0.1,37,190.52393333333336,128.035,702.6640666666667,275.6933333333333,3
cifar-10,gaussian_noise,0.1,38,152.26906666666665,106.65653333333334,578.8953,204.53333333333333,3
cifar-10,gaussian_noise,0.1,39,190.73649999999998,129.4265,708.4426,305.00666666666666,3
cifar-10,gaussian_noise,0.1,40,182.44163333333336,123.56356666666666,676.6958,241.90333333333334,3
cifar-10,gaussian_noise,0.1,41,168.38133333333334,102.62586666666668,578.8847333333333,234.67666666666665,3
cifar-10,gaussian_noise,0.1,42,161.40333333333334,115.38990000000001,622.9629,257.6933333333333,3
cifar-10,gaussian_noise,0.1,43,173.44476666666665,110.4405,615.2067000000001,248.25333333333333,3
cifar-10,gaussian_noise,0.1,44,180.9289,123.13446666666668,673.4668,265.7,3
cifar-10,gaussian_noise,0.1,45,174.63436666666666,121.05356666666667,658.8486333333334,268.04333333333335,3
cifar-10,gaussian_noise,0.1,46,169.89849999999998,112.07396666666666,618.1943333333334,250.70333333333335,3
cifar-10,gaussian_noise,0.1,47,132.97606666666667,83.3378,466.3271666666667,204.35333333333332,3
cifar-10,gaussian_noise,0.1,48,213.10383333333334,138.74296666666666,768.0758666666667,294.34666666666664,3
