dataset,attack,alpha,round,l1_median_mean,l1_mad_mean,l1_thr_reject_mean,l2_thr_distance_mean,n_seeds
cifar-10,minmax,1.0,25,127.58276666666666,15.877699999999999,191.09356666666667,116.94,3
cifar-10,minmax,1.0,26,130.25823333333332,13.325299999999999,183.55946666666668,117.32333333333332,3
cifar-10,minmax,1.0,27,130.47916666666666,15.744433333333333,193.4569,118.3,3
cifar-10,minmax,1.0,28,133.1077,15.4203,194.78886666666665,122.64333333333333,3
cifar-10,minmax,1.0,29,132.07396666666668,13.062899999999999,184.3256,107.26666666666667,3
cifar-10,minmax,1.0,30,136.139,14.001466666666667,192.14493333333334,114.23,3
cifar-10,minmax,1.0,31,135.3274,12.461766666666668,185.1744666666667,122.67666666666666,3
cifar-10,minmax,1.0,32,130.68353333333334,14.669466666666667,189.36136666666667,130.98666666666665,3
cifar-10,minmax,1.0,33,136.2472,12.516766666666667,186.3143,126.84666666666665,3
cifar-10,minmax,1.0,34,132.55596666666668,13.422033333333333,186.24416666666664,126.52333333333333,3
cifar-10,minmax,1.0,35,129.93003333333334,13.735466666666667,184.87196666666668,132.04,3
cifar-10,minmax,1.0,36,131.28136666666668,15.117366666666667,191.75086666666667,138.54666666666665,3
cifar-10,minmax,1.0,37,134.20329999999998,14.514233333333332,192.26016666666666,121.74000000000001,3
cifar-10,minmax,1.0,38,130.22266666666667,14.439366666666666,187.98026666666667,130.71,3
cifar-10,minmax,1.0,39,134.43296666666666,15.242466666666667,195.40279999999998,124.29666666666667,3
cifar-10,minmax,1.0,40,137.46396666666666,15.738199999999999,200.4168,133.04999999999998,3
cifar-10,minmax,1.0,41,127.49953333333333,13.8496,182.89793333333333,148.04,3
cifar-10,minmax,1.0,42,134.56533333333334,15.515566666666667,196.62756666666667,129.54999999999998,3
cifar-10,minmax,1.0,43,134.80113333333335,12.937266666666666,186.55016666666666,124.86,3
cifar-10,minmax,1.0,44,131.46743333333333,11.285533333333333,176.60943333333333,132.20333333333335,3
cifar-10,minmax,1.0,45,138.08033333333333,12.996366666666667,190.0658,127.86,3
cifar-10,minmax,1.0,46,131.75946666666667,16.144133333333333,196.336,143.30333333333334,3
cifar-10,minmax,1.0,47,133.03779999999998,12.9523,184.8469,126.74000000000001,3
cifar-10,minmax,1.0,48,134.86256666666665,12.2388,183.81796666666665,127.92,3
cifar-10,minmax,1.0,49,137.36496666666667,14.890166666666667,196.9256333333333,146.52666666666667,3
cifar-10,minmax,1.0,50,130.7602,12.970133333333335,182.6407,134.80666666666667,3
cifar-10,none,0.5,11,124.83326666666666,12.369933333333334,174.3129,90.69666666666667,3
cifar-10,none,0.5,12,133.7143,14.0294,189.83186666666666,93.71666666666665,3
cifar-10,none,0.5,13,130.67376666666667,11.831299999999999,177.99893333333333,85.81666666666666,3
cifar-10,none,0.5,14,132.2373,11.338833333333334,177.59266666666667,89.54,3
cifar-10,none,0.5,15,131.77763333333334,14.851233333333333,191.1825,101.97333333333334,3
cifar-10,none,0.5,16,124.71846666666666,12.654033333333333,175.33456666666666,89.86666666666667,3
cifar-10,none,0.5,17,126.02096666666667,13.110633333333332,178.46353333333332,98.25666666666666,3
cifar-10,none,0.5,18,128.03686666666667,11.653966666666667,174.6527,102.35666666666667,3
cifar-10,none,0.5,19,124.66176666666667,13.035566666666668,176.804,101.63,3
cifar-10,none,0.5,20,133.52423333333334,15.872666666666666,197.01486666666665,117.49666666666667,3
cifar-10,none,0.5,21,129.25043333333335,13.621099999999998,183.73493333333332,102.98,3
cifar-10,none,0.5,22,132.95496666666665,14.332666666666668,190.28556666666668,108.36333333333334,3
cifar-10,none,0.5,23,132.40266666666668,15.761933333333332,195.45046666666667,114.18666666666667,3
cifar-10,none,0.5,24,129.2807,16.14323333333333,193.8537,107.27999999999999,3
cifar-10,none,0.5,25,129.98326666666665,14.395466666666666,187.56516666666667,104.8,3
cifar-10,none,0.5,26,133.22619999999998,13.056066666666666,185.45043333333334,109.10333333333334,3
cifar-10,none,0.5,27,131.8923,14.057233333333334,188.12116666666665,114.40666666666665,3
cifar-10,none,0.5,28,130.77356666666665,12.546533333333334,180.95966666666666,111.78333333333335,3
cifar-10,none,0.5,29,132.38293333333334,15.477933333333333,194.29476666666665,110.73666666666668,3
cifar-10,none,0.5,30,123.42033333333332,16.561666666666667,189.66683333333333,115.64,3
cifar-10,none,0.5,31,131.62163333333334,14.130566666666667,188.14396666666667,110.24,3
cifar-10,none,0.5,32,131.39406666666667,14.792433333333333,190.5638,102.44,3
cifar-10,none,0.5,33,131.36273333333332,18.334366666666668,204.7002,117.77666666666666,3
cifar-10,none,0.5,34,132.86780000000002,15.547400000000001,195.0574,115.92333333333333,3
cifar-10,none,0.5,35,131.9981,19.021533333333334,208.0842,114.97666666666667,3
cifar-10,none,0.5,36,129.758,11.547066666666666,175.94623333333334,103.25333333333333,3
cifar-10,none,0.5,37,131.70956666666666,15.5083,193.74283333333335,110.29,3
cifar-10,none,0.5,38,134.06126666666668,15.988066666666668,198.01353333333336,114.21666666666665,3
cifar-10,none,0.5,39,128.1894,16.138900000000003,192.74503333333334,105.52999999999999,3
cifar-10,none,0.5,40,128.97276666666667,22.266166666666663,218.03743333333333,116.34666666666665,3
cifar-10,none,0.5,41,134.8729,15.645033333333332,197.4532,112.87,3
cifar-10,none,0.5,42,132.99223333333333,15.579,195.30823333333333,113.58666666666666,3
cifar-10,none,0.5,43,129.33463333333333,14.255900000000002,186.35823333333335,110.49666666666667,3
cifar-10,none,0.5,44,131.7367,17.279166666666665,200.85353333333333,110.87,3
cifar-10,none,0.5,45,132.37983333333332,16.8743,199.87699999999998,109.29,3
cifar-10,none,0.5,46,125.94319999999999,20.98913333333333,209.89976666666666,109.72666666666667,3
cifar-10,none,0.5,47,134.94050000000001,15.168,195.61246666666668,113.53333333333335,3
cifar-10,none,0.5,48,131.35953333333333,17.673199999999998,202.05229999999997,117.13333333333333,3
cifar-10,none,0.5,49,130.64836666666667,17.696466666666666,201.43410000000003,111.00333333333333,3
cifar-10,none,0.5,50,129.86143333333334,13.208033333333333,182.6936333333333,104.33666666666666,3
cifar-10,none,1.0,11,132.24526666666668,17.2295,201.1634,87.65333333333332,3
cifar-10,none,1.0,12,126.8793,18.496233333333333,200.86423333333335,89.77666666666666,3
cifar-10,none,1.0,13,134.448,13.768333333333333,189.52143333333333,86.26333333333332,3
cifar-10,none,1.0,14,126.9594,16.883066666666668,194.49159999999998,87.98666666666668,3
cifar-10,none,1.0,15,134.20673333333335,15.664499999999999,196.86463333333333,96.67666666666666,3
cifar-10,none,1.0,16,128.2691,15.1332,188.80190000000002,91.90333333333335,3
cifar-10,none,1.0,17,133.60953333333333,15.3406,194.97193333333334,94.48666666666666,3
cifar-10,none,1.0,18,129.05233333333334,13.490033333333335,183.01243333333332,89.5,3
cifar-10,none,1.0,19,133.28883333333332,16.469266666666666,199.16593333333333,95.08666666666666,3
cifar-10,none,1.0,20,132.78150000000002,16.02456666666667,196.87983333333332,87.95333333333333,3
cifar-10,none,1.0,21,135.27076666666667,14.479933333333333,193.19050000000001,93.55666666666667,3
cifar-10,none,1.0,22,132.5902,14.177133333333332,189.29870000000003,95.25,3
cifar-10,none,1.0,23,130.13493333333335,14.4253,187.83603333333335,96.64666666666666,3
cifar-10,none,1.0,24,132.769,11.859266666666665,180.2062,93.5,3
cifar-10,none,1.0,25,134.23263333333333,11.801466666666668,181.4385,92.29666666666667,3
cifar-10,none,1.0,26,130.95746666666665,17.4651,200.81793333333334,99.53666666666668,3
cifar-10,none,1.0,27,135.5601333333333,13.415566666666665,189.2224666666667,92.52666666666666,3
cifar-10,none,1.0,28,127.92750000000001,13.111133333333333,180.37199999999999,93.04333333333334,3
cifar-10,none,1.0,29,131.53990000000002,21.2349,216.47956666666664,96.52,3
cifar-10,none,1.0,30,133.7971,16.2894,198.95476666666664,91.26333333333332,3
cifar-10,none,1.0,31,129.227,19.421466666666664,206.91283333333334,95.48,3
cifar-10,none,1.0,32,127.42436666666667,17.501933333333334,197.4321666666667,94.25999999999999,3
cifar-10,none,1.0,33,130.87456666666665,17.622899999999998,201.3663,91.15666666666668,3
cifar-10,none,1.0,34,135.98143333333334,12.885433333333333,187.5232,88.01333333333332,3
cifar-10,none,1.0,35,130.94486666666668,17.247466666666668,199.9348,90.49666666666667,3
cifar-10,none,1.0,36,131.47696666666667,12.815800000000001,182.7402,88.18666666666667,3
cifar-10,none,1.0,37,133.90306666666666,14.4061,191.52733333333333,88.64,3
cifar-10,none,1.0,38,136.2768,13.075800000000001,188.58003333333332,89.00666666666666,3
cifar-10,none,1.0,39,129.6489,16.8449,197.0284333333333,91.64666666666666,3
cifar-10,none,1.0,40,133.80583333333334,13.869066666666667,189.28213333333335,87.50333333333333,3
cifar-10,none,1.0,41,132.19073333333333,12.865533333333332,183.65293333333332,86.47666666666667,3
cifar-10,none,1.0,42,130.42430000000002,13.803833333333335,185.6395,87.33666666666666,3
cifar-10,none,1.0,43,130.383,17.62076666666667,200.86599999999999,85.93333333333334,3
cifar-10,none,1.0,44,132.7991,14.888533333333333,192.35313333333332,91.18333333333334,3
cifar-10,none,1.0,45,129.61453333333333,15.626399999999999,192.12006666666665,79.52333333333333,3
cifar-10,none,1.0,46,130.58146666666667,17.121666666666666,199.06813333333332,87.04333333333334,3
cifar-10,none,1.0,47,130.2427,15.5254,192.34429999999998,85.10000000000001,3
cifar-10,none,1.0,48,129.74226666666667,17.588833333333334,200.0974666666667,86.93333333333332,3
cifar-10,none,1.0,49,131.9893,16.55483333333333,198.2085,87.36666666666667,3
cifar-10,none,1.0,50,132.0196,15.906633333333332,195.64596666666668,81.83,3
cifar-10,on_off,0.1,11,96.3282,53.1056,308.75056666666666,157.96333333333334,3
cifar-10,on_off,0.1,12,142.6185,64.49783333333333,400.6097666666667,226.84,3
cifar-10,on_off,0.1,13,122.7659,61.57893333333334,369.0816,188.45666666666668,3
cifar-10,on_off,0.1,14,141.8424,64.62806666666667,400.3546666666666,222.88333333333333,3
cifar-10,on_off,0.1,15,115.43520000000001,56.14533333333333,340.0165666666667,248.32333333333335,3
cifar-10,on_off,0.1,16,106.0979,55.5234,328.1915333333333,180.89666666666668,3
cifar-10,on_off,0.1,17,124.81486666666667,58.6379,359.36636666666664,193.66,3
cifar-10,on_off,0.1,18,124.12459999999999,67.49669999999999,394.1115,208.85,3
cifar-10,on_off,0.1,19,135.01500000000001,72.56266666666666,425.2656666666667,222.51,3
cifar-10,on_off,0.1,20,124.9837,63.66313333333333,379.63629999999995,234.97666666666666,3
cifar-10,on_off,0.1,21,129.66263333333333,62.755966666666666,380.68653333333333,214.52666666666667,3
cifar-10,on_off,0.1,22,97.92563333333334,51.76323333333334,304.9786666666667,156.95000000000002,3
cifar-10,on_off,0.1,23,109.58539999999999,61.0943,353.96256666666665,178.35333333333332,3
cifar-10,on_off,0.1,24,140.21196666666665,74.12653333333334,436.7181333333333,215.64000000000001,3
cifar-10,on_off,0.1,25,87.676,54.7587,306.7108,196.85666666666665,3
cifar-10,on_off,0.1,26,120.92523333333334,65.54133333333333,383.0905,201.26999999999998,3
cifar-10,on_off,0.1,27,132.73183333333333,74.73506666666667,431.6721,216.83,3
cifar-10,on_off,0.1,28,144.54036666666667,70.73163333333333,427.46683333333334,239.22,3
cifar-10,on_off,0.1,29,129.42323333333334,54.47493333333333,347.32289999999995,191.61,3
cifar-10,on_off,0.1,30,120.04570000000001,62.77973333333333,371.1646,211.88333333333333,3
cifar-10,on_off,0.1,31,132.6025,61.995599999999996,380.58486666666664,213.49333333333334,3
cifar-10,on_off,0.1,32,123.43813333333333,63.39846666666667,377.032,205.55999999999997,3
cifar-10,on_off,0.1,33,131.1976,70.23416666666667,412.13426666666663,218.33,3
cifar-10,on_off,0.1,34,136.328,72.70873333333333,427.16293333333334,225.48666666666668,3
cifar-10,on_off,0.1,35,137.5438,73.2468,430.53090000000003,284.3233333333333,3
cifar-10,on_off,0.1,36,132.9125,75.1991,433.70876666666663,218.28666666666666,3
cifar-10,on_off,0.1,37,123.72649999999999,72.25619999999999,412.7513333333333,203.99333333333334,3
cifar-10,on_off,0.1,38,146.9623,67.10476666666666,415.3813666666667,226.79,3
cifar-10,on_off,0.1,39,127.33640000000001,64.38856666666666,384.89063333333337,196.8033333333333,3
cifar-10,on_off,0.1,40,112.48313333333333,58.781366666666656,347.6086666666667,236.0666666666667,3
cifar-10,on_off,0.1,41,125.40533333333333,67.01116666666667,393.4500666666666,207.52999999999997,3
cifar-10,on_off,0.1,42,111.78333333333335,62.48846666666666,361.7371333333333,188.8166666666667,3
cifar-10,on_off,0.1,43,101.16233333333332,60.5558,343.38536666666664,166.40666666666667,3
cifar-10,on_off,0.1,44,100.48146666666666,51.306933333333326,305.7093333333333,171.87333333333333,3
cifar-10,on_off,0.1,45,124.3778,66.03933333333333,388.53523333333334,248.31000000000003,3
cifar-10,on_off,0.1,46,136.16423333333333,56.35509999999999,361.58463333333333,197.18666666666664,3
cifar-10,on_off,0.1,47,121.98336666666667,70.89146666666666,405.5491666666667,209.69999999999996,3
cifar-10,on_off,0.1,48,99.04706666666668,54.05663333333333,315.2737,172.15333333333334,3
cifar-10,on_off,0.1,49,137.60863333333333,66.77743333333332,404.7183,228.4366666666667,3
cifar-10,on_off,0.1,50,146.49693333333335,56.73843333333334,373.4506666666666,248.02666666666664,3
cifar-10,on_off,0.25,11,129.29506666666666,31.352500000000003,254.7051,107.90333333333335,3
cifar-10,on_off,0.25,12,132.02963333333332,31.773833333333332,259.12493333333333,109.58666666666666,3
cifar-10,on_off,0.25,13,134.6517,26.9615,242.4976,109.95,3
cifar-10,on_off,0.25,14,131.76633333333334,30.583299999999998,254.09953333333337,113.21333333333332,3
cifar-10,on_off,0.25,15,126.3053,28.16893333333333,238.9810666666667,118.96,3
cifar-10,on_off,0.25,16,129.35973333333334,32.4828,259.2908333333333,121.14333333333333,3
cifar-10,on_off,0.25,17,126.11163333333333,33.721000000000004,260.9957,123.75666666666666,3
cifar-10,on_off,0.25,18,130.1491,27.151133333333334,238.7536,113.08333333333333,3
cifar-10,on_off,0.25,19,129.8735,31.434033333333332,255.60976666666667,114.25333333333333,3
cifar-10,on_off,0.25,20,130.37266666666667,31.14476666666667,254.95173333333332,158.94333333333336,3
cifar-10,on_off,0.25,21,126.33659999999999,27.0267,234.44336666666666,114.37,3
cifar-10,on_off,0.25,22,129.0107,28.0853,241.3518333333333,113.95666666666666,3
cifar-10,on_off,0.25,23,135.13283333333334,28.715033333333334,249.99296666666666,118.77666666666666,3
cifar-10,on_off,0.25,24,131.4497,29.99246666666667,251.41963333333334,122.76333333333332,3
cifar-10,on_off,0.25,25,129.89700000000002,32.22043333333333,258.77866666666665,167.29999999999998,3
cifar-10,on_off,0.25,26,129.21696666666668,28.1221,241.70543333333333,117.62666666666667,3
cifar-10,on_off,0.25,27,132.45383333333334,31.402366666666666,258.06323333333336,124.56666666666666,3
cifar-10,on_off,0.25,28,127.84879999999998,34.3392,265.20553333333334,128.71,3
cifar-10,on_off,0.25,29,126.66680000000001,30.029233333333334,246.78376666666668,126.67333333333333,3
cifar-10,on_off,0.25,30,128.03416666666666,31.824366666666666,255.33166666666668,149.32000000000002,3
cifar-10,on_off,0.25,31,125.9452,30.499799999999997,247.94449999999998,122.94666666666667,3
cifar-10,on_off,0.25,32,131.1712,31.259133333333335,256.2076,126.7,3
cifar-10,on_off,0.25,33,132.09326666666666,31.6913,258.85836666666665,122.14,3
cifar-10,on_off,0.25,34,128.28510000000003,29.203699999999998,245.09983333333332,123.22333333333334,3
cifar-10,on_off,0.25,35,127.7408,29.59696666666667,246.12879999999998,150.5533333333333,3
cifar-10,on_off,0.25,36,130.49116666666666,29.377,247.9991,124.08999999999999,3
cifar-10,on_off,0.25,37,129.9121,32.451299999999996,259.71729999999997,128.26666666666665,3
cifar-10,on_off,0.25,38,130.1658,27.426266666666663,239.8708,118.60333333333334,3
cifar-10,on_off,0.25,39,128.0006,30.4188,249.67576666666665,117.52333333333333,3
cifar-10,on_off,0.25,40,129.86343333333335,25.334033333333334,231.19956666666667,139.26333333333332,3
cifar-10,on_off,0.25,41,129.73076666666665,31.454766666666668,255.54983333333334,130.9466666666667,3
cifar-10,on_off,0.25,42,131.33763333333334,26.702766666666665,238.14863333333332,119.39999999999999,3
cifar-10,on_off,0.25,43,126.68983333333334,30.6383,249.24306666666666,120.38666666666666,3
cifar-10,on_off,0.25,44,130.1838,30.090633333333333,250.54640000000003,121.40666666666668,3
cifar-10,on_off,0.25,45,128.86696666666668,28.804999999999996,244.087,134.02,3
cifar-10,on_off,0.25,46,131.51503333333335,28.998366666666666,247.50860000000003,127.87666666666667,3
cifar-10,on_off,0.25,47,130.60906666666668,31.151433333333333,255.2148,124.88333333333333,3
cifar-10,on_off,0.25,48,132.1342,27.2559,241.15766666666664,114.81333333333333,3
cifar-10,on_off,0.25,49,129.83360000000002,27.39946666666667,239.43146666666667,122.59333333333332,3
cifar-10,on_off,0.25,50,125.99756666666667,27.717633333333335,236.86800000000002,132.66333333333333,3
cifar-10,on_off,0.5,11,131.94176666666667,14.180566666666666,188.66413333333333,95.14,3
cifar-10,on_off,0.5,12,132.0802666666667,15.697733333333334,194.87116666666668,97.17666666666666,3
cifar-10,on_off,0.5,13,127.69146666666667,15.394533333333333,189.26966666666667,96.25999999999999,3
cifar-10,on_off,0.5,14,126.44843333333334,18.397833333333335,200.03986666666665,105.56333333333333,3
cifar-10,on_off,0.5,15,128.50963333333334,15.1287,189.02446666666665,119.25,3
cifar-10,on_off,0.5,16,132.6081,13.812100000000001,187.85646666666665,97.58999999999999,3
cifar-10,on_off,0.5,17,131.33823333333333,16.47713333333333,197.2467333333333,109.19333333333333,3
cifar-10,on_off,0.5,18,132.65383333333332,19.678700000000003,211.36863333333335,108.08999999999999,3
cifar-10,on_off,0.5,19,130.69536666666667,16.333000000000002,196.0273,113.02666666666666,3
cifar-10,on_off,0.5,20,136.10616666666667,18.215566666666664,208.96849999999998,138.30666666666667,3
cifar-10,on_off,0.5,21,136.35316666666665,14.924033333333334,196.04923333333332,111.89999999999999,3
cifar-10,on_off,0.5,22,132.34563333333332,13.539766666666667,186.50473333333332,111.84666666666665,3
cifar-10,on_off,0.5,23,125.28699999999999,16.924233333333333,192.9838,108.57333333333334,3
cifar-10,on_off,0.5,24,126.16843333333334,12.4448,175.9476,104.75,3
cifar-10,on_off,0.5,25,132.34193333333334,13.835733333333332,187.6848,152.84333333333333,3
cifar-10,on_off,0.5,26,128.21863333333332,18.969866666666665,204.09810000000002,119.76666666666667,3
cifar-10,on_off,0.5,27,134.39939999999999,15.246433333333334,195.38506666666663,116.29,3
cifar-10,on_off,0.5,28,132.1002,14.462833333333334,189.95146666666665,115.45666666666666,3
cifar-10,on_off,0.5,29,130.22833333333332,18.224666666666668,203.12696666666668,121.18666666666667,3
cifar-10,on_off,0.5,30,129.28956666666667,20.348066666666668,210.68173333333334,179.69333333333336,3
cifar-10,on_off,0.5,31,135.69629999999998,20.344033333333332,217.07243333333335,118.5,3
cifar-10,on_off,0.5,32,129.7142,16.785166666666665,196.85483333333332,113.36,3
cifar-10,on_off,0.5,33,128.58106666666666,17.236433333333334,197.52676666666665,111.60666666666667,3
cifar-10,on_off,0.5,34,135.20766666666668,23.9472,230.99636666666666,119.98333333333333,3
cifar-10,on_off,0.5,35,127.1509,13.508166666666668,181.18353333333334,145.11666666666667,3
cifar-10,on_off,0.5,36,124.98703333333333,14.935033333333331,184.7273,109.89666666666666,3
cifar-10,on_off,0.5,37,130.0607,15.163466666666666,190.71463333333335,110.02,3
cifar-10,on_off,0.5,38,129.1938,16.359266666666667,194.63093333333333,120.10000000000001,3
cifar-10,on_off,0.5,39,130.51506666666666,14.326733333333332,187.8221,115.00666666666666,3
cifar-10,on_off,0.5,40,128.6208,14.572833333333334,186.91206666666668,159.12666666666667,3
cifar-10,on_off,0.5,41,130.6816,12.979500000000002,182.5995333333333,112.76333333333334,3
cifar-10,on_off,0.5,42,131.76086666666666,12.904466666666666,183.37863333333334,114.38333333333333,3
cifar-10,on_off,0.5,43,134.09279999999998,16.872533333333333,201.58286666666666,112.72666666666667,3
cifar-10,on_off,0.5,44,126.57153333333333,12.7064,177.39700000000002,102.59333333333335,3
cifar-10,on_off,0.5,45,132.70323333333332,21.0067,216.72993333333332,182.18666666666664,3
cifar-10,on_off,0.5,46,125.5594,14.2492,182.5562,111.11666666666667,3
cifar-10,on_off,0.5,47,135.58303333333333,18.032733333333333,207.71396666666666,112.80333333333333,3
cifar-10,on_off,0.5,48,128.13446666666667,14.6089,186.57006666666666,114.81333333333333,3
cifar-10,on_off,0.5,49,132.16656666666665,17.2217,201.05346666666665,111.34666666666665,3
cifar-10,on_off,0.5,50,134.8793,20.2685,215.95329999999998,158.72666666666666,3
cifar-10,on_off,1.0,11,125.33143333333334,17.954633333333334,197.15006666666667,85.58999999999999,3
cifar-10,on_off,1.0,12,125.33363333333334,13.216099999999999,178.19813333333332,81.08,3
cifar-10,on_off,1.0,13,129.95770000000002,13.170633333333333,182.64013333333332,87.44666666666667,3
cifar-10,on_off,1.0,14,133.35103333333333,14.0801,189.6715,85.64,3
cifar-10,on_off,1.0,15,132.18256666666665,16.457966666666668,198.01446666666666,115.63,3
cifar-10,on_off,1.0,16,128.3266,16.928033333333335,196.0386,92.17666666666666,3
cifar-10,on_off,1.0,17,131.33323333333334,15.501166666666668,193.33783333333335,86.93333333333334,3
cifar-10,on_off,1.0,18,126.77839999999999,17.634833333333333,197.3176,84.88666666666667,3
cifar-10,on_off,1.0,19,128.16923333333332,16.7408,195.1326333333333,89.11666666666667,3
cifar-10,on_off,1.0,20,132.53756666666666,9.504933333333334,170.55746666666667,108.21666666666665,3
cifar-10,on_off,1.0,21,130.9144,16.886033333333334,198.4585,88.86333333333334,3
cifar-10,on_off,1.0,22,135.0515333333333,13.5452,189.2325,89.33999999999999,3
cifar-10,on_off,1.0,23,132.65086666666664,15.133733333333334,193.18573333333333,88.81333333333333,3
cifar-10,on_off,1.0,24,134.66323333333332,14.35,192.0633,92.76333333333334,3
cifar-10,on_off,1.0,25,129.68543333333335,12.156366666666665,178.31083333333333,109.77666666666666,3
cifar-10,on_off,1.0,26,132.88750000000002,15.305100000000001,194.1079,92.17999999999999,3
cifar-10,on_off,1.0,27,134.03223333333332,16.55366666666667,200.2469,94.88333333333333,3
cifar-10,on_off,1.0,28,135.8287,12.7277,186.73946666666666,91.66000000000001,3
cifar-10,on_off,1.0,29,128.38696666666667,14.966466666666667,188.25276666666664,90.96,3
cifar-10,on_off,1.0,30,131.4342,15.855266666666665,194.85526666666667,122.77333333333333,3
cifar-10,on_off,1.0,31,132.89766666666665,14.740933333333333,191.8614,93.74000000000001,3
cifar-10,on_off,1.0,32,131.08653333333334,11.987933333333332,179.03836666666666,87.84333333333332,3
cifar-10,on_off,1.0,33,132.83756666666667,15.3573,194.2668666666667,91.29333333333334,3
cifar-10,on_off,1.0,34,131.84873333333334,13.741366666666666,186.81426666666667,88.23,3
cifar-10,on_off,1.0,35,129.65689999999998,19.820133333333334,208.93736666666666,114.80333333333334,3
cifar-10,on_off,1.0,36,132.71466666666666,13.937700000000001,188.46540000000002,90.58999999999999,3
cifar-10,on_off,1.0,37,132.45416666666668,16.216466666666665,197.32000000000002,89.85000000000001,3
cifar-10,on_off,1.0,38,128.67079999999999,17.601333333333333,199.0761,91.72666666666667,3
cifar-10,on_off,1.0,39,128.65200000000002,18.166366666666665,201.3175,89.90333333333332,3
cifar-10,on_off,1.0,40,130.2913,18.579566666666665,204.6095,124.78666666666668,3
cifar-10,on_off,1.0,41,132.45669999999998,18.069866666666666,204.73620000000003,90.48333333333333,3
cifar-10,on_off,1.0,42,129.45543333333333,16.716133333333335,196.32003333333333,88.75,3
cifar-10,on_off,1.0,43,130.55253333333334,15.631333333333336,193.07776666666666,89.53666666666668,3
cifar-10,on_off,1.0,44,129.40086666666667,14.487233333333334,187.34993333333333,89.22666666666667,3
cifar-10,on_off,1.0,45,134.80763333333334,12.7856,185.95016666666666,109.29333333333334,3
cifar-10,on_off,1.0,46,134.64736666666667,14.0573,190.8767,83.04,3
cifar-10,on_off,1.0,47,127.69279999999999,17.113466666666667,196.14676666666665,87.67,3
cifar-10,on_off,1.0,48,132.65396666666666,14.213266666666668,189.5070333333333,82.85666666666667,3
cifar-10,on_off,1.0,49,132.28153333333333,12.301400000000001,181.48709999999997,82.16666666666667,3
cifar-10,on_off,1.0,50,129.6373,14.455566666666668,187.45963333333336,93.39333333333333,3
cifar-10,sign_flip,0.1,11,162.63046666666665,111.532,608.7584,215.38,3
cifar-10,sign_flip,0.1,12,177.9647,114.0552,634.1855666666667,256.2766666666667,3
cifar-10,sign_flip,0.1,13,146.7407,84.87536666666666,486.24216666666666,212.88,3
cifar-10,sign_flip,0.1,14,181.16240000000002,125.33876666666667,682.5174666666667,264.96,3
cifar-10,sign_flip,0.1,15,195.68336666666664,133.66993333333332,730.3631,265.06666666666666,3
cifar-10,sign_flip,0.1,16,152.78459999999998,102.84523333333334,564.1655,218.27666666666667,3
cifar-10,sign_flip,0.1,17,178.49390000000002,122.65216666666667,669.1025666666666,260.62666666666667,3
cifar-10,sign_flip,0.1,18,160.17663333333334,99.01890000000002,556.2521666666667,235.67666666666665,3
cifar-10,sign_flip,0.1,19,179.16673333333333,99.65316666666666,577.7794666666667,271.0833333333333,3
cifar-10,sign_flip,0.1,20,182.83853333333332,130.18436666666665,703.5759666666667,232.12666666666667,3
cifar-10,sign_flip,0.1,21,153.9032,97.03083333333335,542.0265666666667,202.20000000000002,3
cifar-10,sign_flip,0.1,22,160.832,106.36630000000001,586.2971333333334,246.94666666666663,3
cifar-10,sign_flip,0.1,23,190.9161333333333,129.56136666666666,709.1614666666666,265.2866666666667,3
cifar-10,sign_flip,0.1,24,177.53539999999998,119.8363,656.8807,266.84666666666664,3
cifar-10,sign_flip,0.1,25,157.04576666666665,102.93226666666668,568.7748333333333,229.16,3
cifar-10,sign_flip,0.1,26,161.72823333333335,104.08216666666665,578.0569,206.65,3
cifar-10,sign_flip,0.1,27,160.1859,101.39503333333333,565.7660666666667,205.93999999999997,3
cifar-10,sign_flip,0.1,28,182.30356666666668,125.78036666666667,685.4251,262.18333333333334,3
cifar-10,sign_flip,0.1,29,180.68426666666667,118.47203333333334,654.5722999999999,251.14,3
cifar-10,sign_flip,0.1,30,175.3219,114.79516666666666,634.5025333333333,249.99,3
cifar-10,sign_flip,0.1,31,143.78916666666666,90.67200000000001,506.47723333333334,214.27666666666667,3
cifar-10,sign_flip,0.1,32,164.81143333333333,109.51233333333334,602.8608666666667,228.60000000000002,3
cifar-10,sign_flip,0.1,33,201.35846666666666,127.04289999999999,709.5301,254.8066666666667,3
cifar-10,sign_flip,0.1,34,176.67296666666667,113.19103333333334,629.4371,263.47333333333336,3
cifar-10,sign_flip,0.1,35,216.49706666666665,154.59726666666668,834.8861666666667,275.0,3
cifar-10,sign_flip,0.1,36,183.76613333333333,113.53483333333334,637.9053666666667,262.2633333333333,3
cifar-10,sign_flip,0.1,37,187.64466666666667,122.4328,677.3758333333334,262.0733333333333,3
cifar-10,sign_flip,0.1,38,199.0329,134.5579,737.2644666666666,252.90666666666667,3
cifar-10,sign_flip,0.1,39,150.48683333333335,96.47556666666667,536.3891333333333,205.4433333333333,3
cifar-10,sign_flip,0.1,40,187.38496666666666,131.0757,711.6878666666667,250.09333333333333,3
cifar-10,sign_flip,0.1,41,194.0448,131.93706666666665,721.793,269.4,3
cifar-10,sign_flip,0.1,42,173.19473333333335,114.07473333333333,629.4935333333333,253.98666666666668,3
cifar-10,sign_flip,0.1,43,185.3076,133.868,720.7795333333333,269.07,3
