dataset,attack,alpha,round,n_accepted_mean,n_accepted_min,n_seeds
fashion-mnist,minmax,0.25,36,19.666666666666668,19.0,3
fashion-mnist,minmax,0.25,37,18.666666666666668,17.0,3
fashion-mnist,minmax,0.25,38,15.333333333333334,12.0,3
fashion-mnist,minmax,0.25,39,16.666666666666668,15.0,3
fashion-mnist,minmax,0.25,40,18.0,13.0,3
fashion-mnist,minmax,0.25,41,18.333333333333332,17.0,3
fashion-mnist,minmax,0.25,42,20.0,14.0,3
fashion-mnist,minmax,0.25,43,20.333333333333332,17.0,3
fashion-mnist,minmax,0.25,44,19.0,13.0,3
fashion-mnist,minmax,0.25,45,23.0,22.0,3
fashion-mnist,minmax,0.25,46,21.333333333333332,21.0,3
fashion-mnist,minmax,0.25,47,17.0,9.0,3
fashion-mnist,minmax,0.25,48,22.333333333333332,21.0,3
fashion-mnist,minmax,0.25,49,17.333333333333332,13.0,3
fashion-mnist,minmax,0.25,50,20.0,19.0,3
fashion-mnist,minmax,0.5,11,15.0,14.0,3
fashion-mnist,minmax,0.5,12,17.333333333333332,16.0,3
fashion-mnist,minmax,0.5,13,17.0,16.0,3
fashion-mnist,minmax,0.5,14,16.666666666666668,16.0,3
fashion-mnist,minmax,0.5,15,16.666666666666668,15.0,3
fashion-mnist,minmax,0.5,16,17.0,17.0,3
fashion-mnist,minmax,0.5,17,16.0,15.0,3
fashion-mnist,minmax,0.5,18,16.666666666666668,16.0,3
fashion-mnist,minmax,0.5,19,17.333333333333332,16.0,3
fashion-mnist,minmax,0.5,20,17.0,16.0,3
fashion-mnist,minmax,0.5,21,15.666666666666666,15.0,3
fashion-mnist,minmax,0.5,22,16.666666666666668,16.0,3
fashion-mnist,minmax,0.5,23,16.333333333333332,15.0,3
fashion-mnist,minmax,0.5,24,17.666666666666668,17.0,3
fashion-mnist,minmax,0.5,25,16.666666666666668,14.0,3
fashion-mnist,minmax,0.5,26,17.666666666666668,16.0,3
fashion-mnist,minmax,0.5,27,17.333333333333332,17.0,3
fashion-mnist,minmax,0.5,28,17.333333333333332,16.0,3
fashion-mnist,minmax,0.5,29,18.0,16.0,3
fashion-mnist,minmax,0.5,30,16.666666666666668,14.0,3
fashion-mnist,minmax,0.5,31,16.333333333333332,16.0,3
fashion-mnist,minmax,0.5,32,17.666666666666668,16.0,3
fashion-mnist,minmax,0.5,33,16.333333333333332,16.0,3
fashion-mnist,minmax,0.5,34,17.333333333333332,16.0,3
fashion-mnist,minmax,0.5,35,16.0,15.0,3
fashion-mnist,minmax,0.5,36,16.666666666666668,15.0,3
fashion-mnist,minmax,0.5,37,18.0,16.0,3
fashion-mnist,minmax,0.5,38,16.333333333333332,15.0,3
fashion-mnist,minmax,0.5,39,15.666666666666666,15.0,3
fashion-mnist,minmax,0.5,40,16.0,15.0,3
fashion-mnist,minmax,0.5,41,16.333333333333332,15.0,3
fashion-mnist,minmax,0.5,42,18.666666666666668,16.0,3
fashion-mnist,minmax,0.5,43,18.333333333333332,16.0,3
fashion-mnist,minmax,0.5,44,18.666666666666668,16.0,3
fashion-mnist,minmax,0.5,45,19.0,16.0,3
fashion-mnist,minmax,0.5,46,18.0,17.0,3
fashion-mnist,minmax,0.5,47,19.333333333333332,17.0,3
fashion-mnist,minmax,0.5,48,15.333333333333334,14.0,3
fashion-mnist,minmax,0.5,49,18.0,17.0,3
fashion-mnist,minmax,0.5,50,18.666666666666668,16.0,3
fashion-mnist,minmax,1.0,11,16.333333333333332,16.0,3
fashion-mnist,minmax,1.0,12,16.666666666666668,16.0,3
fashion-mnist,minmax,1.0,13,17.0,17.0,3
fashion-mnist,minmax,1.0,14,16.0,16.0,3
fashion-mnist,minmax,1.0,15,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,16,15.0,13.0,3
fashion-mnist,minmax,1.0,17,15.333333333333334,15.0,3
fashion-mnist,minmax,1.0,18,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,19,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,20,16.333333333333332,16.0,3
fashion-mnist,minmax,1.0,21,16.0,14.0,3
fashion-mnist,minmax,1.0,22,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,23,16.0,15.0,3
fashion-mnist,minmax,1.0,24,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,25,15.666666666666666,14.0,3
fashion-mnist,minmax,1.0,26,16.666666666666668,15.0,3
fashion-mnist,minmax,1.0,27,15.0,15.0,3
fashion-mnist,minmax,1.0,28,15.333333333333334,14.0,3
fashion-mnist,minmax,1.0,29,17.333333333333332,16.0,3
fashion-mnist,minmax,1.0,30,15.0,13.0,3
fashion-mnist,minmax,1.0,31,16.0,15.0,3
fashion-mnist,minmax,1.0,32,15.333333333333334,14.0,3
fashion-mnist,minmax,1.0,33,16.333333333333332,15.0,3
fashion-mnist,minmax,1.0,34,15.333333333333334,14.0,3
fashion-mnist,minmax,1.0,35,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,36,15.0,14.0,3
fashion-mnist,minmax,1.0,37,16.333333333333332,14.0,3
fashion-mnist,minmax,1.0,38,17.333333333333332,16.0,3
fashion-mnist,minmax,1.0,39,14.666666666666666,14.0,3
fashion-mnist,minmax,1.0,40,16.0,16.0,3
fashion-mnist,minmax,1.0,41,15.0,15.0,3
fashion-mnist,minmax,1.0,42,16.333333333333332,15.0,3
fashion-mnist,minmax,1.0,43,14.666666666666666,14.0,3
fashion-mnist,minmax,1.0,44,15.333333333333334,14.0,3
fashion-mnist,minmax,1.0,45,16.0,15.0,3
fashion-mnist,minmax,1.0,46,15.666666666666666,15.0,3
fashion-mnist,minmax,1.0,47,16.0,14.0,3
fashion-mnist,minmax,1.0,48,16.0,15.0,3
fashion-mnist,minmax,1.0,49,16.0,16.0,3
fashion-mnist,minmax,1.0,50,16.333333333333332,16.0,3
fashion-mnist,none,0.5,11,20.0,19.0,3
fashion-mnist,none,0.5,12,20.0,18.0,3
fashion-mnist,none,0.5,13,19.333333333333332,18.0,3
fashion-mnist,none,0.5,14,17.666666666666668,17.0,3
fashion-mnist,none,0.5,15,21.333333333333332,20.0,3
fashion-mnist,none,0.5,16,19.666666666666668,18.0,3
fashion-mnist,none,0.5,17,18.0,17.0,3
fashion-mnist,none,0.5,18,19.0,18.0,3
fashion-mnist,none,0.5,19,19.666666666666668,19.0,3
fashion-mnist,none,0.5,20,20.0,18.0,3
fashion-mnist,none,0.5,21,19.333333333333332,19.0,3
fashion-mnist,none,0.5,22,19.333333333333332,16.0,3
fashion-mnist,none,0.5,23,18.666666666666668,16.0,3
fashion-mnist,none,0.5,24,19.0,19.0,3
fashion-mnist,none,0.5,25,18.666666666666668,17.0,3
fashion-mnist,none,0.5,26,18.333333333333332,17.0,3
fashion-mnist,none,0.5,27,19.0,17.0,3
fashion-mnist,none,0.5,28,19.333333333333332,18.0,3
fashion-mnist,none,0.5,29,20.0,19.0,3
fashion-mnist,none,0.5,30,19.666666666666668,18.0,3
fashion-mnist,none,0.5,31,18.666666666666668,17.0,3
fashion-mnist,none,0.5,32,19.333333333333332,18.0,3
fashion-mnist,none,0.5,33,18.333333333333332,17.0,3
fashion-mnist,none,0.5,34,17.333333333333332,16.0,3
fashion-mnist,none,0.5,35,20.0,19.0,3
fashion-mnist,none,0.5,36,19.666666666666668,18.0,3
fashion-mnist,none,0.5,37,21.0,20.0,3
fashion-mnist,none,0.5,38,20.333333333333332,20.0,3
fashion-mnist,none,0.5,39,20.333333333333332,19.0,3
fashion-mnist,none,0.5,40,21.0,20.0,3
fashion-mnist,none,0.5,41,17.666666666666668,17.0,3
fashion-mnist,none,0.5,42,19.666666666666668,19.0,3
fashion-mnist,none,0.5,43,19.666666666666668,18.0,3
fashion-mnist,none,0.5,44,19.0,19.0,3
fashion-mnist,none,0.5,45,20.333333333333332,19.0,3
fashion-mnist,none,0.5,46,18.666666666666668,17.0,3
fashion-mnist,none,0.5,47,18.333333333333332,16.0,3
fashion-mnist,none,0.5,48,19.333333333333332,16.0,3
fashion-mnist,none,0.5,49,19.666666666666668,19.0,3
fashion-mnist,none,0.5,50,17.0,15.0,3
fashion-mnist,none,1.0,11,21.0,20.0,3
fashion-mnist,none,1.0,12,19.666666666666668,18.0,3
fashion-mnist,none,1.0,13,19.333333333333332,17.0,3
fashion-mnist,none,1.0,14,19.0,18.0,3
fashion-mnist,none,1.0,15,19.0,16.0,3
fashion-mnist,none,1.0,16,20.666666666666668,20.0,3
fashion-mnist,none,1.0,17,19.333333333333332,18.0,3
fashion-mnist,none,1.0,18,20.666666666666668,20.0,3
fashion-mnist,none,1.0,19,19.0,18.0,3
fashion-mnist,none,1.0,20,20.333333333333332,20.0,3
fashion-mnist,none,1.0,21,20.0,19.0,3
fashion-mnist,none,1.0,22,20.0,18.0,3
fashion-mnist,none,1.0,23,18.333333333333332,18.0,3
fashion-mnist,none,1.0,24,21.0,21.0,3
fashion-mnist,none,1.0,25,21.666666666666668,21.0,3
fashion-mnist,none,1.0,26,20.0,18.0,3
fashion-mnist,none,1.0,27,21.0,21.0,3
fashion-mnist,none,1.0,28,21.0,21.0,3
fashion-mnist,none,1.0,29,19.0,17.0,3
fashion-mnist,none,1.0,30,17.333333333333332,15.0,3
fashion-mnist,none,1.0,31,19.666666666666668,17.0,3
fashion-mnist,none,1.0,32,21.333333333333332,20.0,3
fashion-mnist,none,1.0,33,20.666666666666668,19.0,3
fashion-mnist,none,1.0,34,18.666666666666668,18.0,3
fashion-mnist,none,1.0,35,19.666666666666668,17.0,3
fashion-mnist,none,1.0,36,19.333333333333332,16.0,3
fashion-mnist,none,1.0,37,20.0,20.0,3
fashion-mnist,none,1.0,38,20.0,19.0,3
fashion-mnist,none,1.0,39,20.333333333333332,19.0,3
fashion-mnist,none,1.0,40,21.0,20.0,3
fashion-mnist,none,1.0,41,20.333333333333332,18.0,3
fashion-mnist,none,1.0,42,19.333333333333332,19.0,3
fashion-mnist,none,1.0,43,19.0,17.0,3
fashion-mnist,none,1.0,44,21.0,20.0,3
fashion-mnist,none,1.0,45,18.666666666666668,18.0,3
fashion-mnist,none,1.0,46,19.333333333333332,18.0,3
fashion-mnist,none,1.0,47,22.0,22.0,3
fashion-mnist,none,1.0,48,19.666666666666668,18.0,3
fashion-mnist,none,1.0,49,21.0,20.0,3
fashion-mnist,none,1.0,50,19.333333333333332,17.0,3
fashion-mnist,on_off,0.1,11,22.0,21.0,3
fashion-mnist,on_off,0.1,12,21.666666666666668,20.0,3
fashion-mnist,on_off,0.1,13,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,14,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,15,15.333333333333334,14.0,3
fashion-mnist,on_off,0.1,16,22.333333333333332,21.0,3
fashion-mnist,on_off,0.1,17,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,18,21.0,20.0,3
fashion-mnist,on_off,0.1,19,22.333333333333332,22.0,3
fashion-mnist,on_off,0.1,20,15.333333333333334,14.0,3
fashion-mnist,on_off,0.1,21,21.333333333333332,20.0,3
fashion-mnist,on_off,0.1,22,22.0,21.0,3
fashion-mnist,on_off,0.1,23,22.0,21.0,3
fashion-mnist,on_off,0.1,24,21.666666666666668,20.0,3
fashion-mnist,on_off,0.1,25,17.0,16.0,3
fashion-mnist,on_off,0.1,26,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,27,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,28,22.333333333333332,22.0,3
fashion-mnist,on_off,0.1,29,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,30,14.333333333333334,13.0,3
fashion-mnist,on_off,0.1,31,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,32,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,33,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,34,22.666666666666668,22.0,3
fashion-mnist,on_off,0.1,35,14.0,14.0,3
fashion-mnist,on_off,0.1,36,21.0,20.0,3
fashion-mnist,on_off,0.1,37,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,38,22.333333333333332,22.0,3
fashion-mnist,on_off,0.1,39,22.0,21.0,3
fashion-mnist,on_off,0.1,40,15.333333333333334,15.0,3
fashion-mnist,on_off,0.1,41,21.0,21.0,3
fashion-mnist,on_off,0.1,42,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,43,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,44,21.666666666666668,20.0,3
fashion-mnist,on_off,0.1,45,14.333333333333334,13.0,3
fashion-mnist,on_off,0.1,46,21.333333333333332,21.0,3
fashion-mnist,on_off,0.1,47,22.333333333333332,21.0,3
fashion-mnist,on_off,0.1,48,21.666666666666668,21.0,3
fashion-mnist,on_off,0.1,49,22.0,22.0,3
fashion-mnist,on_off,0.1,50,14.0,13.0,3
fashion-mnist,on_off,0.25,11,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,12,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,13,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,14,23.0,23.0,3
fashion-mnist,on_off,0.25,15,15.333333333333334,14.0,3
fashion-mnist,on_off,0.25,16,22.0,21.0,3
fashion-mnist,on_off,0.25,17,22.0,22.0,3
fashion-mnist,on_off,0.25,18,22.333333333333332,22.0,3
fashion-mnist,on_off,0.25,19,22.0,22.0,3
fashion-mnist,on_off,0.25,20,15.666666666666666,15.0,3
fashion-mnist,on_off,0.25,21,22.0,21.0,3
fashion-mnist,on_off,0.25,22,22.333333333333332,22.0,3
fashion-mnist,on_off,0.25,23,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,24,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,25,16.0,15.0,3
fashion-mnist,on_off,0.25,26,21.333333333333332,21.0,3
fashion-mnist,on_off,0.25,27,21.666666666666668,20.0,3
fashion-mnist,on_off,0.25,28,22.333333333333332,22.0,3
fashion-mnist,on_off,0.25,29,22.0,21.0,3
fashion-mnist,on_off,0.25,30,16.0,15.0,3
fashion-mnist,on_off,0.25,31,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,32,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,33,21.666666666666668,20.0,3
fashion-mnist,on_off,0.25,34,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,35,16.333333333333332,16.0,3
fashion-mnist,on_off,0.25,36,22.333333333333332,21.0,3
fashion-mnist,on_off,0.25,37,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,38,22.0,21.0,3
fashion-mnist,on_off,0.25,39,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,40,16.333333333333332,14.0,3
fashion-mnist,on_off,0.25,41,21.0,21.0,3
fashion-mnist,on_off,0.25,42,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,43,22.333333333333332,22.0,3
fashion-mnist,on_off,0.25,44,21.0,20.0,3
fashion-mnist,on_off,0.25,45,16.333333333333332,15.0,3
fashion-mnist,on_off,0.25,46,22.333333333333332,22.0,3
fashion-mnist,on_off,0.25,47,21.666666666666668,21.0,3
fashion-mnist,on_off,0.25,48,22.333333333333332,21.0,3
fashion-mnist,on_off,0.25,49,22.666666666666668,22.0,3
fashion-mnist,on_off,0.25,50,16.0,16.0,3
fashion-mnist,on_off,0.5,11,19.666666666666668,18.0,3
fashion-mnist,on_off,0.5,12,19.0,17.0,3
fashion-mnist,on_off,0.5,13,18.333333333333332,16.0,3
fashion-mnist,on_off,0.5,14,19.0,18.0,3
fashion-mnist,on_off,0.5,15,17.0,16.0,3
fashion-mnist,on_off,0.5,16,20.0,18.0,3
fashion-mnist,on_off,0.5,17,19.0,16.0,3
fashion-mnist,on_off,0.5,18,18.666666666666668,17.0,3
fashion-mnist,on_off,0.5,19,20.666666666666668,19.0,3
fashion-mnist,on_off,0.5,20,16.666666666666668,16.0,3
fashion-mnist,on_off,0.5,21,19.0,15.0,3
fashion-mnist,on_off,0.5,22,20.666666666666668,20.0,3
fashion-mnist,on_off,0.5,23,20.0,17.0,3
fashion-mnist,on_off,0.5,24,19.666666666666668,18.0,3
fashion-mnist,on_off,0.5,25,17.0,16.0,3
fashion-mnist,on_off,0.5,26,17.0,16.0,3
fashion-mnist,on_off,0.5,27,18.333333333333332,18.0,3
fashion-mnist,on_off,0.5,28,19.333333333333332,18.0,3
fashion-mnist,on_off,0.5,29,19.666666666666668,17.0,3
fashion-mnist,on_off,0.5,30,16.666666666666668,16.0,3
fashion-mnist,on_off,0.5,31,19.0,18.0,3
fashion-mnist,on_off,0.5,32,19.666666666666668,19.0,3
fashion-mnist,on_off,0.5,33,19.333333333333332,18.0,3
fashion-mnist,on_off,0.5,34,17.0,16.0,3
fashion-mnist,on_off,0.5,35,14.666666666666666,13.0,3
fashion-mnist,on_off,0.5,36,19.333333333333332,18.0,3
fashion-mnist,on_off,0.5,37,19.666666666666668,17.0,3
fashion-mnist,on_off,0.5,38,19.333333333333332,17.0,3
fashion-mnist,on_off,0.5,39,19.0,18.0,3
fashion-mnist,on_off,0.5,40,14.666666666666666,12.0,3
fashion-mnist,on_off,0.5,41,18.666666666666668,17.0,3
fashion-mnist,on_off,0.5,42,19.0,16.0,3
fashion-mnist,on_off,0.5,43,18.666666666666668,18.0,3
fashion-mnist,on_off,0.5,44,21.0,19.0,3
fashion-mnist,on_off,0.5,45,16.666666666666668,15.0,3
fashion-mnist,on_off,0.5,46,18.666666666666668,17.0,3
fashion-mnist,on_off,0.5,47,18.666666666666668,18.0,3
fashion-mnist,on_off,0.5,48,20.0,18.0,3
fashion-mnist,on_off,0.5,49,20.0,19.0,3
fashion-mnist,on_off,0.5,50,17.0,17.0,3
fashion-mnist,on_off,1.0,11,18.666666666666668,18.0,3
fashion-mnist,on_off,1.0,12,20.333333333333332,19.0,3
fashion-mnist,on_off,1.0,13,21.0,21.0,3
fashion-mnist,on_off,1.0,14,19.666666666666668,19.0,3
fashion-mnist,on_off,1.0,15,16.666666666666668,16.0,3
fashion-mnist,on_off,1.0,16,19.0,18.0,3
fashion-mnist,on_off,1.0,17,20.666666666666668,20.0,3
fashion-mnist,on_off,1.0,18,20.0,19.0,3
fashion-mnist,on_off,1.0,19,22.333333333333332,22.0,3
fashion-mnist,on_off,1.0,20,16.0,16.0,3
fashion-mnist,on_off,1.0,21,19.0,18.0,3
fashion-mnist,on_off,1.0,22,19.333333333333332,18.0,3
fashion-mnist,on_off,1.0,23,19.333333333333332,17.0,3
fashion-mnist,on_off,1.0,24,20.0,18.0,3
fashion-mnist,on_off,1.0,25,15.333333333333334,15.0,3
fashion-mnist,on_off,1.0,26,21.0,20.0,3
fashion-mnist,on_off,1.0,27,22.333333333333332,21.0,3
fashion-mnist,on_off,1.0,28,20.666666666666668,19.0,3
fashion-mnist,on_off,1.0,29,19.333333333333332,19.0,3
fashion-mnist,on_off,1.0,30,16.0,15.0,3
fashion-mnist,on_off,1.0,31,19.333333333333332,17.0,3
fashion-mnist,on_off,1.0,32,20.0,19.0,3
fashion-mnist,on_off,1.0,33,20.666666666666668,19.0,3
fashion-mnist,on_off,1.0,34,19.666666666666668,19.0,3
fashion-mnist,on_off,1.0,35,15.666666666666666,15.0,3
fashion-mnist,on_off,1.0,36,20.666666666666668,20.0,3
fashion-mnist,on_off,1.0,37,20.333333333333332,19.0,3
fashion-mnist,on_off,1.0,38,21.0,20.0,3
fashion-mnist,on_off,1.0,39,19.666666666666668,19.0,3
fashion-mnist,on_off,1.0,40,15.666666666666666,13.0,3
fashion-mnist,on_off,1.0,41,20.0,19.0,3
fashion-mnist,on_off,1.0,42,20.333333333333332,19.0,3
fashion-mnist,on_off,1.0,43,20.333333333333332,20.0,3
fashion-mnist,on_off,1.0,44,20.333333333333332,20.0,3
fashion-mnist,on_off,1.0,45,15.0,15.0,3
fashion-mnist,on_off,1.0,46,21.0,20.0,3
fashion-mnist,on_off,1.0,47,21.0,20.0,3
fashion-mnist,on_off,1.0,48,20.333333333333332,20.0,3
fashion-mnist,on_off,1.0,49,20.666666666666668,20.0,3
fashion-mnist,on_off,1.0,50,16.0,15.0,3
fashion-mnist,sign_flip,0.1,11,15.666666666666666,14.0,3
fashion-mnist,sign_flip,0.1,12,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.1,13,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.1,14,17.0,16.0,3
fashion-mnist,sign_flip,0.1,15,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.1,16,16.333333333333332,14.0,3
fashion-mnist,sign_flip,0.1,17,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.1,18,17.333333333333332,17.0,3
fashion-mnist,sign_flip,0.1,19,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.1,20,17.0,15.0,3
fashion-mnist,sign_flip,0.1,21,13.666666666666666,13.0,3
fashion-mnist,sign_flip,0.1,22,17.0,15.0,3
fashion-mnist,sign_flip,0.1,23,15.0,14.0,3
fashion-mnist,sign_flip,0.1,24,18.0,17.0,3
fashion-mnist,sign_flip,0.1,25,17.0,16.0,3
fashion-mnist,sign_flip,0.1,26,17.0,15.0,3
fashion-mnist,sign_flip,0.1,27,17.0,15.0,3
fashion-mnist,sign_flip,0.1,28,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.1,29,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.1,30,17.0,17.0,3
fashion-mnist,sign_flip,0.1,31,17.666666666666668,16.0,3
fashion-mnist,sign_flip,0.1,32,18.0,17.0,3
fashion-mnist,sign_flip,0.1,33,16.666666666666668,15.0,3
fashion-mnist,sign_flip,0.1,34,17.0,17.0,3
fashion-mnist,sign_flip,0.1,35,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.1,36,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.1,37,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.1,38,16.0,15.0,3
fashion-mnist,sign_flip,0.1,39,17.0,16.0,3
fashion-mnist,sign_flip,0.1,40,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.1,41,14.666666666666666,14.0,3
fashion-mnist,sign_flip,0.1,42,15.333333333333334,13.0,3
fashion-mnist,sign_flip,0.1,43,16.0,15.0,3
fashion-mnist,sign_flip,0.1,44,17.333333333333332,15.0,3
fashion-mnist,sign_flip,0.1,45,16.333333333333332,14.0,3
fashion-mnist,sign_flip,0.1,46,17.0,16.0,3
fashion-mnist,sign_flip,0.1,47,15.333333333333334,13.0,3
fashion-mnist,sign_flip,0.1,48,16.666666666666668,15.0,3
fashion-mnist,sign_flip,0.1,49,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.1,50,17.0,16.0,3
fashion-mnist,sign_flip,0.25,11,15.0,15.0,3
fashion-mnist,sign_flip,0.25,12,18.0,17.0,3
fashion-mnist,sign_flip,0.25,13,14.666666666666666,13.0,3
fashion-mnist,sign_flip,0.25,14,15.0,14.0,3
fashion-mnist,sign_flip,0.25,15,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.25,16,15.666666666666666,14.0,3
fashion-mnist,sign_flip,0.25,17,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.25,18,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,19,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,20,16.0,15.0,3
fashion-mnist,sign_flip,0.25,21,14.333333333333334,13.0,3
fashion-mnist,sign_flip,0.25,22,17.0,16.0,3
fashion-mnist,sign_flip,0.25,23,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.25,24,15.666666666666666,14.0,3
fashion-mnist,sign_flip,0.25,25,16.666666666666668,15.0,3
fashion-mnist,sign_flip,0.25,26,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.25,27,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.25,28,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,29,14.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,30,16.0,15.0,3
fashion-mnist,sign_flip,0.25,31,15.0,14.0,3
fashion-mnist,sign_flip,0.25,32,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.25,33,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.25,34,15.333333333333334,13.0,3
fashion-mnist,sign_flip,0.25,35,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.25,36,16.333333333333332,14.0,3
fashion-mnist,sign_flip,0.25,37,14.333333333333334,13.0,3
fashion-mnist,sign_flip,0.25,38,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.25,39,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,40,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,41,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.25,42,17.333333333333332,16.0,3
fashion-mnist,sign_flip,0.25,43,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.25,44,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.25,45,14.666666666666666,14.0,3
fashion-mnist,sign_flip,0.25,46,15.0,13.0,3
fashion-mnist,sign_flip,0.25,47,16.0,14.0,3
fashion-mnist,sign_flip,0.25,48,16.666666666666668,14.0,3
fashion-mnist,sign_flip,0.25,49,15.666666666666666,14.0,3
fashion-mnist,sign_flip,0.25,50,16.0,15.0,3
fashion-mnist,sign_flip,0.5,11,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.5,12,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,13,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,14,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,15,17.666666666666668,17.0,3
fashion-mnist,sign_flip,0.5,16,16.0,15.0,3
fashion-mnist,sign_flip,0.5,17,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,18,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,19,15.333333333333334,15.0,3
fashion-mnist,sign_flip,0.5,20,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.5,21,17.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,22,15.333333333333334,14.0,3
fashion-mnist,sign_flip,0.5,23,17.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,24,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.5,25,16.666666666666668,15.0,3
fashion-mnist,sign_flip,0.5,26,16.0,15.0,3
fashion-mnist,sign_flip,0.5,27,17.666666666666668,17.0,3
fashion-mnist,sign_flip,0.5,28,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,29,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.5,30,17.333333333333332,17.0,3
fashion-mnist,sign_flip,0.5,31,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,32,17.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,33,17.333333333333332,14.0,3
fashion-mnist,sign_flip,0.5,34,16.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,35,16.333333333333332,15.0,3
fashion-mnist,sign_flip,0.5,36,18.333333333333332,16.0,3
fashion-mnist,sign_flip,0.5,37,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.5,38,16.666666666666668,15.0,3
fashion-mnist,sign_flip,0.5,39,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,40,17.333333333333332,17.0,3
fashion-mnist,sign_flip,0.5,41,17.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,42,17.333333333333332,17.0,3
fashion-mnist,sign_flip,0.5,43,15.666666666666666,15.0,3
fashion-mnist,sign_flip,0.5,44,15.666666666666666,14.0,3
fashion-mnist,sign_flip,0.5,45,16.666666666666668,16.0,3
fashion-mnist,sign_flip,0.5,46,17.0,15.0,3
fashion-mnist,sign_flip,0.5,47,17.666666666666668,17.0,3
