dataset,attack,alpha,round,n_accepted_mean,n_accepted_min,n_seeds
cifar-10,alie,0.1,11,18.0,17.0,3
cifar-10,alie,0.1,12,19.0,19.0,3
cifar-10,alie,0.1,13,14.666666666666666,13.0,3
cifar-10,alie,0.1,14,16.666666666666668,15.0,3
cifar-10,alie,0.1,15,15.333333333333334,13.0,3
cifar-10,alie,0.1,16,16.333333333333332,15.0,3
cifar-10,alie,0.1,17,15.0,15.0,3
cifar-10,alie,0.1,18,18.0,17.0,3
cifar-10,alie,0.1,19,17.333333333333332,16.0,3
cifar-10,alie,0.1,20,17.0,13.0,3
cifar-10,alie,0.1,21,16.333333333333332,16.0,3
cifar-10,alie,0.1,22,15.0,12.0,3
cifar-10,alie,0.1,23,15.0,14.0,3
cifar-10,alie,0.1,24,13.0,11.0,3
cifar-10,alie,0.1,25,18.0,18.0,3
cifar-10,alie,0.1,26,14.666666666666666,10.0,3
cifar-10,alie,0.1,27,13.666666666666666,13.0,3
cifar-10,alie,0.1,28,15.0,11.0,3
cifar-10,alie,0.1,29,15.333333333333334,13.0,3
cifar-10,alie,0.1,30,15.0,13.0,3
cifar-10,alie,0.1,31,15.333333333333334,14.0,3
cifar-10,alie,0.1,32,16.333333333333332,14.0,3
cifar-10,alie,0.1,33,14.0,9.0,3
cifar-10,alie,0.1,34,14.333333333333334,13.0,3
cifar-10,alie,0.1,35,15.333333333333334,12.0,3
cifar-10,alie,0.1,36,15.666666666666666,15.0,3
cifar-10,alie,0.1,37,14.0,12.0,3
cifar-10,alie,0.1,38,15.333333333333334,14.0,3
cifar-10,alie,0.1,39,14.333333333333334,11.0,3
cifar-10,alie,0.1,40,13.333333333333334,13.0,3
cifar-10,alie,0.1,41,14.666666666666666,12.0,3
cifar-10,alie,0.1,42,14.666666666666666,13.0,3
cifar-10,alie,0.1,43,16.0,16.0,3
cifar-10,alie,0.1,44,14.333333333333334,12.0,3
cifar-10,alie,0.1,45,14.333333333333334,13.0,3
cifar-10,alie,0.1,46,13.666666666666666,13.0,3
cifar-10,alie,0.1,47,12.666666666666666,10.0,3
cifar-10,alie,0.1,48,12.666666666666666,12.0,3
cifar-10,alie,0.1,49,11.666666666666666,11.0,3
cifar-10,alie,0.1,50,14.0,13.0,3
cifar-10,alie,0.25,11,22.666666666666668,21.0,3
cifar-10,alie,0.25,12,21.666666666666668,20.0,3
cifar-10,alie,0.25,13,23.0,22.0,3
cifar-10,alie,0.25,14,21.0,20.0,3
cifar-10,alie,0.25,15,20.666666666666668,20.0,3
cifar-10,alie,0.25,16,21.666666666666668,21.0,3
cifar-10,alie,0.25,17,21.666666666666668,21.0,3
cifar-10,alie,0.25,18,21.333333333333332,21.0,3
cifar-10,alie,0.25,19,22.333333333333332,21.0,3
cifar-10,alie,0.25,20,21.333333333333332,20.0,3
cifar-10,alie,0.25,21,21.666666666666668,21.0,3
cifar-10,alie,0.25,22,22.666666666666668,22.0,3
cifar-10,alie,0.25,23,21.0,19.0,3
cifar-10,alie,0.25,24,21.0,20.0,3
cifar-10,alie,0.25,25,22.333333333333332,21.0,3
cifar-10,alie,0.25,26,21.666666666666668,21.0,3
cifar-10,alie,0.25,27,21.0,21.0,3
cifar-10,alie,0.25,28,21.666666666666668,21.0,3
cifar-10,alie,0.25,29,21.333333333333332,20.0,3
cifar-10,alie,0.25,30,20.666666666666668,20.0,3
cifar-10,alie,0.25,31,20.333333333333332,20.0,3
cifar-10,alie,0.25,32,21.666666666666668,20.0,3
cifar-10,alie,0.25,33,20.333333333333332,19.0,3
cifar-10,alie,0.25,34,21.666666666666668,21.0,3
cifar-10,alie,0.25,35,22.0,21.0,3
cifar-10,alie,0.25,36,22.333333333333332,21.0,3
cifar-10,alie,0.25,37,20.333333333333332,19.0,3
cifar-10,alie,0.25,38,21.333333333333332,20.0,3
cifar-10,alie,0.25,39,22.0,22.0,3
cifar-10,alie,0.25,40,21.666666666666668,20.0,3
cifar-10,alie,0.25,41,20.333333333333332,20.0,3
cifar-10,alie,0.25,42,21.0,20.0,3
cifar-10,alie,0.25,43,21.333333333333332,21.0,3
cifar-10,alie,0.25,44,22.333333333333332,21.0,3
cifar-10,alie,0.25,45,21.0,20.0,3
cifar-10,alie,0.25,46,22.0,20.0,3
cifar-10,alie,0.25,47,21.666666666666668,21.0,3
cifar-10,alie,0.25,48,21.333333333333332,21.0,3
cifar-10,alie,0.25,49,20.0,19.0,3
cifar-10,alie,0.25,50,21.333333333333332,19.0,3
cifar-10,alie,0.5,11,21.333333333333332,20.0,3
cifar-10,alie,0.5,12,21.333333333333332,20.0,3
cifar-10,alie,0.5,13,20.0,19.0,3
cifar-10,alie,0.5,14,21.333333333333332,19.0,3
cifar-10,alie,0.5,15,20.333333333333332,19.0,3
cifar-10,alie,0.5,16,22.333333333333332,21.0,3
cifar-10,alie,0.5,17,19.666666666666668,19.0,3
cifar-10,alie,0.5,18,21.333333333333332,21.0,3
cifar-10,alie,0.5,19,22.0,22.0,3
cifar-10,alie,0.5,20,21.666666666666668,21.0,3
cifar-10,alie,0.5,21,19.666666666666668,17.0,3
cifar-10,alie,0.5,22,20.666666666666668,20.0,3
cifar-10,alie,0.5,23,21.666666666666668,20.0,3
cifar-10,alie,0.5,24,21.0,18.0,3
cifar-10,alie,0.5,25,21.666666666666668,20.0,3
cifar-10,alie,0.5,26,21.333333333333332,21.0,3
cifar-10,alie,0.5,27,21.333333333333332,20.0,3
cifar-10,alie,0.5,28,21.666666666666668,20.0,3
cifar-10,alie,0.5,29,20.666666666666668,18.0,3
cifar-10,alie,0.5,30,22.333333333333332,21.0,3
cifar-10,alie,0.5,31,21.666666666666668,19.0,3
cifar-10,alie,0.5,32,21.666666666666668,21.0,3
cifar-10,alie,0.5,33,21.333333333333332,21.0,3
cifar-10,alie,0.5,34,23.0,22.0,3
cifar-10,alie,0.5,35,20.0,18.0,3
cifar-10,alie,0.5,36,21.0,20.0,3
cifar-10,alie,0.5,37,21.0,19.0,3
cifar-10,alie,0.5,38,21.0,20.0,3
cifar-10,alie,0.5,39,20.666666666666668,19.0,3
cifar-10,alie,0.5,40,21.0,20.0,3
cifar-10,alie,0.5,41,20.333333333333332,18.0,3
cifar-10,alie,0.5,42,21.666666666666668,21.0,3
cifar-10,alie,0.5,43,21.333333333333332,20.0,3
cifar-10,alie,0.5,44,20.666666666666668,20.0,3
cifar-10,alie,0.5,45,20.333333333333332,19.0,3
cifar-10,alie,0.5,46,21.666666666666668,21.0,3
cifar-10,alie,0.5,47,21.333333333333332,21.0,3
cifar-10,alie,0.5,48,21.666666666666668,20.0,3
cifar-10,alie,0.5,49,21.333333333333332,21.0,3
cifar-10,alie,0.5,50,21.333333333333332,20.0,3
cifar-10,alie,1.0,11,21.0,19.0,3
cifar-10,alie,1.0,12,22.333333333333332,22.0,3
cifar-10,alie,1.0,13,21.333333333333332,20.0,3
cifar-10,alie,1.0,14,21.333333333333332,20.0,3
cifar-10,alie,1.0,15,20.666666666666668,20.0,3
cifar-10,alie,1.0,16,22.333333333333332,21.0,3
cifar-10,alie,1.0,17,22.0,21.0,3
cifar-10,alie,1.0,18,22.333333333333332,22.0,3
cifar-10,alie,1.0,19,23.0,22.0,3
cifar-10,alie,1.0,20,20.0,18.0,3
cifar-10,alie,1.0,21,20.0,19.0,3
cifar-10,alie,1.0,22,22.666666666666668,22.0,3
cifar-10,alie,1.0,23,22.0,21.0,3
cifar-10,alie,1.0,24,20.333333333333332,20.0,3
cifar-10,alie,1.0,25,23.333333333333332,23.0,3
cifar-10,alie,1.0,26,22.0,22.0,3
cifar-10,alie,1.0,27,20.0,18.0,3
cifar-10,alie,1.0,28,21.0,20.0,3
cifar-10,alie,1.0,29,21.333333333333332,18.0,3
cifar-10,alie,1.0,30,22.0,20.0,3
cifar-10,alie,1.0,31,20.333333333333332,19.0,3
cifar-10,alie,1.0,32,21.666666666666668,19.0,3
cifar-10,alie,1.0,33,23.333333333333332,23.0,3
cifar-10,alie,1.0,34,22.0,21.0,3
cifar-10,alie,1.0,35,20.0,19.0,3
cifar-10,alie,1.0,36,21.0,20.0,3
cifar-10,alie,1.0,37,20.333333333333332,18.0,3
cifar-10,alie,1.0,38,20.333333333333332,19.0,3
cifar-10,alie,1.0,39,20.0,19.0,3
cifar-10,alie,1.0,40,20.0,18.0,3
cifar-10,alie,1.0,41,21.0,19.0,3
cifar-10,alie,1.0,42,20.666666666666668,18.0,3
cifar-10,alie,1.0,43,21.0,19.0,3
cifar-10,alie,1.0,44,20.333333333333332,19.0,3
cifar-10,alie,1.0,45,21.0,16.0,3
cifar-10,alie,1.0,46,21.666666666666668,18.0,3
cifar-10,alie,1.0,47,19.333333333333332,18.0,3
cifar-10,alie,1.0,48,21.0,20.0,3
cifar-10,alie,1.0,49,22.333333333333332,21.0,3
cifar-10,alie,1.0,50,20.0,18.0,3
cifar-10,gaussian_noise,0.1,11,13.666666666666666,12.0,3
cifar-10,gaussian_noise,0.1,12,13.0,11.0,3
cifar-10,gaussian_noise,0.1,13,14.0,12.0,3
cifar-10,gaussian_noise,0.1,14,13.666666666666666,12.0,3
cifar-10,gaussian_noise,0.1,15,10.0,9.0,3
cifar-10,gaussian_noise,0.1,16,12.666666666666666,10.0,3
cifar-10,gaussian_noise,0.1,17,12.333333333333334,10.0,3
cifar-10,gaussian_noise,0.1,18,12.333333333333334,11.0,3
cifar-10,gaussian_noise,0.1,19,13.666666666666666,12.0,3
cifar-10,gaussian_noise,0.1,20,10.666666666666666,9.0,3
cifar-10,gaussian_noise,0.1,21,11.333333333333334,8.0,3
cifar-10,gaussian_noise,0.1,22,11.666666666666666,8.0,3
cifar-10,gaussian_noise,0.1,23,12.333333333333334,11.0,3
cifar-10,gaussian_noise,0.1,24,12.666666666666666,10.0,3
cifar-10,gaussian_noise,0.1,25,11.666666666666666,9.0,3
cifar-10,gaussian_noise,0.1,26,12.666666666666666,11.0,3
cifar-10,gaussian_noise,0.1,27,11.0,9.0,3
cifar-10,gaussian_noise,0.1,28,11.666666666666666,11.0,3
cifar-10,gaussian_noise,0.1,29,10.666666666666666,10.0,3
cifar-10,gaussian_noise,0.1,30,13.0,12.0,3
cifar-10,gaussian_noise,0.1,31,13.333333333333334,12.0,3
cifar-10,gaussian_noise,0.1,32,12.0,12.0,3
cifar-10,gaussian_noise,0.1,33,11.666666666666666,9.0,3
cifar-10,gaussian_noise,0.1,34,12.666666666666666,12.0,3
cifar-10,gaussian_noise,0.1,35,10.333333333333334,9.0,3
cifar-10,gaussian_noise,0.1,36,10.333333333333334,9.0,3
cifar-10,gaussian_noise,0.1,37,12.666666666666666,12.0,3
cifar-10,gaussian_noise,0.1,38,12.333333333333334,11.0,3
cifar-10,gaussian_noise,0.1,39,10.666666666666666,9.0,3
cifar-10,gaussian_noise,0.1,40,11.333333333333334,10.0,3
cifar-10,gaussian_noise,0.1,41,12.0,11.0,3
cifar-10,gaussian_noise,0.1,42,10.333333333333334,8.0,3
cifar-10,gaussian_noise,0.1,43,12.333333333333334,12.0,3
cifar-10,gaussian_noise,0.1,44,13.333333333333334,11.0,3
cifar-10,gaussian_noise,0.1,45,11.333333333333334,11.0,3
cifar-10,gaussian_noise,0.1,46,12.333333333333334,12.0,3
cifar-10,gaussian_noise,0.1,47,11.666666666666666,10.0,3
cifar-10,gaussian_noise,0.1,48,12.0,9.0,3
cifar-10,gaussian_noise,0.1,49,12.333333333333334,10.0,3
cifar-10,gaussian_noise,0.1,50,13.0,12.0,3
cifar-10,gaussian_noise,0.25,11,16.0,13.0,3
cifar-10,gaussian_noise,0.25,12,16.0,15.0,3
cifar-10,gaussian_noise,0.25,13,16.666666666666668,15.0,3
cifar-10,gaussian_noise,0.25,14,14.666666666666666,14.0,3
cifar-10,gaussian_noise,0.25,15,17.0,17.0,3
cifar-10,gaussian_noise,0.25,16,16.333333333333332,16.0,3
cifar-10,gaussian_noise,0.25,17,15.0,14.0,3
cifar-10,gaussian_noise,0.25,18,14.333333333333334,12.0,3
cifar-10,gaussian_noise,0.25,19,14.666666666666666,14.0,3
cifar-10,gaussian_noise,0.25,20,15.0,13.0,3
cifar-10,gaussian_noise,0.25,21,14.666666666666666,13.0,3
cifar-10,gaussian_noise,0.25,22,14.666666666666666,14.0,3
cifar-10,gaussian_noise,0.25,23,15.333333333333334,15.0,3
cifar-10,gaussian_noise,0.25,24,15.333333333333334,15.0,3
cifar-10,gaussian_noise,0.25,25,15.0,13.0,3
cifar-10,gaussian_noise,0.25,26,17.666666666666668,16.0,3
cifar-10,gaussian_noise,0.25,27,14.666666666666666,13.0,3
cifar-10,gaussian_noise,0.25,28,15.333333333333334,13.0,3
cifar-10,gaussian_noise,0.25,29,15.666666666666666,15.0,3
cifar-10,gaussian_noise,0.25,30,15.333333333333334,14.0,3
cifar-10,gaussian_noise,0.25,31,15.0,15.0,3
cifar-10,gaussian_noise,0.25,32,13.0,13.0,3
cifar-10,gaussian_noise,0.25,33,14.666666666666666,13.0,3
cifar-10,gaussian_noise,0.25,34,14.666666666666666,14.0,3
cifar-10,gaussian_noise,0.25,35,16.333333333333332,16.0,3
cifar-10,gaussian_noise,0.25,36,15.333333333333334,13.0,3
cifar-10,gaussian_noise,0.25,37,14.666666666666666,13.0,3
cifar-10,gaussian_noise,0.25,38,15.666666666666666,15.0,3
cifar-10,gaussian_noise,0.25,39,15.333333333333334,14.0,3
cifar-10,gaussian_noise,0.25,40,14.0,13.0,3
cifar-10,gaussian_noise,0.25,41,15.0,14.0,3
cifar-10,gaussian_noise,0.25,42,16.0,15.0,3
cifar-10,gaussian_noise,0.25,43,16.0,15.0,3
cifar-10,gaussian_noise,0.25,44,15.666666666666666,13.0,3
cifar-10,gaussian_noise,0.25,45,17.0,16.0,3
cifar-10,gaussian_noise,0.25,46,16.333333333333332,16.0,3
cifar-10,gaussian_noise,0.25,47,15.0,14.0,3
cifar-10,gaussian_noise,0.25,48,15.333333333333334,14.0,3
cifar-10,gaussian_noise,0.25,49,15.666666666666666,15.0,3
cifar-10,gaussian_noise,0.25,50,15.333333333333334,15.0,3
cifar-10,gaussian_noise,0.5,11,17.333333333333332,16.0,3
cifar-10,gaussian_noise,0.5,12,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,13,15.666666666666666,13.0,3
cifar-10,gaussian_noise,0.5,14,15.0,15.0,3
cifar-10,gaussian_noise,0.5,15,16.666666666666668,15.0,3
cifar-10,gaussian_noise,0.5,16,16.666666666666668,15.0,3
cifar-10,gaussian_noise,0.5,17,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,18,17.0,17.0,3
cifar-10,gaussian_noise,0.5,19,16.0,14.0,3
cifar-10,gaussian_noise,0.5,20,16.666666666666668,15.0,3
cifar-10,gaussian_noise,0.5,21,16.666666666666668,16.0,3
cifar-10,gaussian_noise,0.5,22,18.0,18.0,3
cifar-10,gaussian_noise,0.5,23,15.666666666666666,14.0,3
cifar-10,gaussian_noise,0.5,24,16.0,14.0,3
cifar-10,gaussian_noise,0.5,25,17.0,15.0,3
cifar-10,gaussian_noise,0.5,26,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,27,18.666666666666668,18.0,3
cifar-10,gaussian_noise,0.5,28,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,29,15.333333333333334,15.0,3
cifar-10,gaussian_noise,0.5,30,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,31,16.0,14.0,3
cifar-10,gaussian_noise,0.5,32,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,33,15.666666666666666,13.0,3
cifar-10,gaussian_noise,0.5,34,16.666666666666668,14.0,3
cifar-10,gaussian_noise,0.5,35,16.666666666666668,16.0,3
cifar-10,gaussian_noise,0.5,36,15.0,13.0,3
cifar-10,gaussian_noise,0.5,37,16.666666666666668,16.0,3
cifar-10,gaussian_noise,0.5,38,14.0,13.0,3
cifar-10,gaussian_noise,0.5,39,17.333333333333332,16.0,3
cifar-10,gaussian_noise,0.5,40,16.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,41,15.0,13.0,3
cifar-10,gaussian_noise,0.5,42,17.0,15.0,3
cifar-10,gaussian_noise,0.5,43,16.333333333333332,16.0,3
cifar-10,gaussian_noise,0.5,44,17.333333333333332,15.0,3
cifar-10,gaussian_noise,0.5,45,15.333333333333334,15.0,3
cifar-10,gaussian_noise,0.5,46,16.666666666666668,14.0,3
cifar-10,gaussian_noise,0.5,47,17.0,17.0,3
cifar-10,gaussian_noise,0.5,48,17.0,16.0,3
cifar-10,gaussian_noise,0.5,49,17.0,16.0,3
cifar-10,gaussian_noise,0.5,50,16.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,11,16.0,15.0,3
cifar-10,gaussian_noise,1.0,12,16.666666666666668,15.0,3
cifar-10,gaussian_noise,1.0,13,16.0,16.0,3
cifar-10,gaussian_noise,1.0,14,17.0,16.0,3
cifar-10,gaussian_noise,1.0,15,17.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,16,16.0,15.0,3
cifar-10,gaussian_noise,1.0,17,17.666666666666668,17.0,3
cifar-10,gaussian_noise,1.0,18,17.0,17.0,3
cifar-10,gaussian_noise,1.0,19,17.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,20,17.333333333333332,17.0,3
cifar-10,gaussian_noise,1.0,21,16.333333333333332,15.0,3
cifar-10,gaussian_noise,1.0,22,15.666666666666666,15.0,3
cifar-10,gaussian_noise,1.0,23,16.666666666666668,16.0,3
cifar-10,gaussian_noise,1.0,24,16.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,25,17.0,15.0,3
cifar-10,gaussian_noise,1.0,26,17.0,16.0,3
cifar-10,gaussian_noise,1.0,27,16.666666666666668,16.0,3
cifar-10,gaussian_noise,1.0,28,17.0,17.0,3
cifar-10,gaussian_noise,1.0,29,17.333333333333332,17.0,3
cifar-10,gaussian_noise,1.0,30,16.0,16.0,3
cifar-10,gaussian_noise,1.0,31,15.666666666666666,14.0,3
cifar-10,gaussian_noise,1.0,32,17.333333333333332,17.0,3
cifar-10,gaussian_noise,1.0,33,16.0,15.0,3
cifar-10,gaussian_noise,1.0,34,17.0,16.0,3
cifar-10,gaussian_noise,1.0,35,16.0,13.0,3
cifar-10,gaussian_noise,1.0,36,16.666666666666668,14.0,3
cifar-10,gaussian_noise,1.0,37,15.666666666666666,14.0,3
cifar-10,gaussian_noise,1.0,38,15.666666666666666,15.0,3
cifar-10,gaussian_noise,1.0,39,16.666666666666668,15.0,3
cifar-10,gaussian_noise,1.0,40,16.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,41,16.333333333333332,16.0,3
cifar-10,gaussian_noise,1.0,42,17.666666666666668,17.0,3
cifar-10,gaussian_noise,1.0,43,17.0,16.0,3
cifar-10,gaussian_noise,1.0,44,16.0,15.0,3
cifar-10,gaussian_noise,1.0,45,17.333333333333332,17.0,3
cifar-10,gaussian_noise,1.0,46,17.0,17.0,3
cifar-10,gaussian_noise,1.0,47,16.666666666666668,16.0,3
cifar-10,gaussian_noise,1.0,48,17.666666666666668,16.0,3
cifar-10,gaussian_noise,1.0,49,16.333333333333332,15.0,3
cifar-10,gaussian_noise,1.0,50,15.666666666666666,14.0,3
cifar-10,label_flip,0.1,11,15.666666666666666,12.0,3
cifar-10,label_flip,0.1,12,17.666666666666668,16.0,3
cifar-10,label_flip,0.1,13,16.333333333333332,14.0,3
cifar-10,label_flip,0.1,14,15.666666666666666,14.0,3
cifar-10,label_flip,0.1,15,15.0,14.0,3
cifar-10,label_flip,0.1,16,15.333333333333334,13.0,3
cifar-10,label_flip,0.1,17,15.0,14.0,3
cifar-10,label_flip,0.1,18,16.333333333333332,15.0,3
cifar-10,label_flip,0.1,19,15.666666666666666,15.0,3
cifar-10,label_flip,0.1,20,16.0,15.0,3
cifar-10,label_flip,0.1,21,15.333333333333334,14.0,3
cifar-10,label_flip,0.1,22,14.666666666666666,11.0,3
cifar-10,label_flip,0.1,23,14.333333333333334,11.0,3
cifar-10,label_flip,0.1,24,15.666666666666666,13.0,3
cifar-10,label_flip,0.1,25,15.333333333333334,15.0,3
cifar-10,label_flip,0.1,26,15.333333333333334,14.0,3
cifar-10,label_flip,0.1,27,15.333333333333334,14.0,3
cifar-10,label_flip,0.1,28,16.666666666666668,16.0,3
cifar-10,label_flip,0.1,29,15.666666666666666,10.0,3
cifar-10,label_flip,0.1,30,17.666666666666668,16.0,3
cifar-10,label_flip,0.1,31,16.666666666666668,15.0,3
cifar-10,label_flip,0.1,32,14.666666666666666,14.0,3
cifar-10,label_flip,0.1,33,15.333333333333334,13.0,3
cifar-10,label_flip,0.1,34,16.0,14.0,3
cifar-10,label_flip,0.1,35,16.333333333333332,16.0,3
cifar-10,label_flip,0.1,36,15.0,13.0,3
cifar-10,label_flip,0.1,37,16.333333333333332,14.0,3
cifar-10,label_flip,0.1,38,14.666666666666666,11.0,3
cifar-10,label_flip,0.1,39,15.333333333333334,14.0,3
cifar-10,label_flip,0.1,40,15.0,15.0,3
cifar-10,label_flip,0.1,41,14.333333333333334,12.0,3
cifar-10,label_flip,0.1,42,15.0,13.0,3
cifar-10,label_flip,0.1,43,17.333333333333332,17.0,3
cifar-10,label_flip,0.1,44,14.333333333333334,13.0,3
cifar-10,label_flip,0.1,45,13.0,10.0,3
cifar-10,label_flip,0.1,46,15.0,14.0,3
cifar-10,label_flip,0.1,47,13.333333333333334,10.0,3
cifar-10,label_flip,0.1,48,11.666666666666666,11.0,3
cifar-10,label_flip,0.1,49,15.0,12.0,3
cifar-10,label_flip,0.1,50,15.0,14.0,3
cifar-10,label_flip,0.25,11,21.666666666666668,21.0,3
cifar-10,label_flip,0.25,12,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,13,21.0,20.0,3
cifar-10,label_flip,0.25,14,21.666666666666668,20.0,3
cifar-10,label_flip,0.25,15,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,16,21.333333333333332,20.0,3
cifar-10,label_flip,0.25,17,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,18,21.0,20.0,3
cifar-10,label_flip,0.25,19,21.0,19.0,3
cifar-10,label_flip,0.25,20,21.0,21.0,3
cifar-10,label_flip,0.25,21,19.666666666666668,19.0,3
cifar-10,label_flip,0.25,22,20.666666666666668,20.0,3
cifar-10,label_flip,0.25,23,19.333333333333332,18.0,3
cifar-10,label_flip,0.25,24,19.666666666666668,19.0,3
cifar-10,label_flip,0.25,25,20.333333333333332,19.0,3
cifar-10,label_flip,0.25,26,20.666666666666668,19.0,3
cifar-10,label_flip,0.25,27,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,28,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,29,20.666666666666668,20.0,3
cifar-10,label_flip,0.25,30,20.666666666666668,19.0,3
cifar-10,label_flip,0.25,31,20.666666666666668,20.0,3
cifar-10,label_flip,0.25,32,20.666666666666668,19.0,3
cifar-10,label_flip,0.25,33,21.333333333333332,20.0,3
cifar-10,label_flip,0.25,34,19.333333333333332,19.0,3
cifar-10,label_flip,0.25,35,21.0,20.0,3
cifar-10,label_flip,0.25,36,20.666666666666668,20.0,3
cifar-10,label_flip,0.25,37,20.0,19.0,3
cifar-10,label_flip,0.25,38,19.666666666666668,18.0,3
cifar-10,label_flip,0.25,39,21.0,21.0,3
cifar-10,label_flip,0.25,40,19.333333333333332,18.0,3
cifar-10,label_flip,0.25,41,21.333333333333332,19.0,3
cifar-10,label_flip,0.25,42,20.666666666666668,20.0,3
cifar-10,label_flip,0.25,43,19.666666666666668,19.0,3
cifar-10,label_flip,0.25,44,22.0,21.0,3
cifar-10,label_flip,0.25,45,20.333333333333332,19.0,3
cifar-10,label_flip,0.25,46,21.333333333333332,21.0,3
cifar-10,label_flip,0.25,47,19.666666666666668,19.0,3
cifar-10,label_flip,0.25,48,20.666666666666668,19.0,3
cifar-10,label_flip,0.25,49,19.333333333333332,19.0,3
cifar-10,label_flip,0.25,50,20.666666666666668,20.0,3
cifar-10,label_flip,0.5,11,20.0,19.0,3
cifar-10,label_flip,0.5,12,20.333333333333332,20.0,3
cifar-10,label_flip,0.5,13,20.666666666666668,19.0,3
cifar-10,label_flip,0.5,14,19.333333333333332,18.0,3
cifar-10,label_flip,0.5,15,20.0,19.0,3
cifar-10,label_flip,0.5,16,19.666666666666668,19.0,3
cifar-10,label_flip,0.5,17,19.333333333333332,19.0,3
cifar-10,label_flip,0.5,18,19.333333333333332,18.0,3
cifar-10,label_flip,0.5,19,19.0,18.0,3
cifar-10,label_flip,0.5,20,21.333333333333332,20.0,3
cifar-10,label_flip,0.5,21,20.333333333333332,20.0,3
cifar-10,label_flip,0.5,22,19.666666666666668,19.0,3
cifar-10,label_flip,0.5,23,20.666666666666668,20.0,3
cifar-10,label_flip,0.5,24,20.333333333333332,19.0,3
cifar-10,label_flip,0.5,25,19.666666666666668,19.0,3
cifar-10,label_flip,0.5,26,19.0,18.0,3
cifar-10,label_flip,0.5,27,20.0,20.0,3
cifar-10,label_flip,0.5,28,18.666666666666668,18.0,3
cifar-10,label_flip,0.5,29,21.333333333333332,21.0,3
cifar-10,label_flip,0.5,30,21.0,20.0,3
cifar-10,label_flip,0.5,31,19.666666666666668,16.0,3
cifar-10,label_flip,0.5,32,18.666666666666668,17.0,3
cifar-10,label_flip,0.5,33,19.333333333333332,17.0,3
cifar-10,label_flip,0.5,34,19.333333333333332,18.0,3
cifar-10,label_flip,0.5,35,19.666666666666668,18.0,3
cifar-10,label_flip,0.5,36,18.666666666666668,17.0,3
cifar-10,label_flip,0.5,37,20.0,19.0,3
cifar-10,label_flip,0.5,38,20.666666666666668,20.0,3
cifar-10,label_flip,0.5,39,20.0,19.0,3
cifar-10,label_flip,0.5,40,19.666666666666668,18.0,3
cifar-10,label_flip,0.5,41,20.333333333333332,19.0,3
cifar-10,label_flip,0.5,42,20.666666666666668,20.0,3
cifar-10,label_flip,0.5,43,21.666666666666668,20.0,3
cifar-10,label_flip,0.5,44,21.0,21.0,3
cifar-10,label_flip,0.5,45,21.0,19.0,3
cifar-10,label_flip,0.5,46,20.666666666666668,19.0,3
cifar-10,label_flip,0.5,47,19.333333333333332,19.0,3
cifar-10,label_flip,0.5,48,20.0,20.0,3
cifar-10,label_flip,0.5,49,20.0,20.0,3
cifar-10,label_flip,0.5,50,21.666666666666668,21.0,3
cifar-10,label_flip,1.0,11,20.666666666666668,19.0,3
cifar-10,label_flip,1.0,12,21.333333333333332,21.0,3
cifar-10,label_flip,1.0,13,21.666666666666668,21.0,3
cifar-10,label_flip,1.0,14,21.333333333333332,21.0,3
cifar-10,label_flip,1.0,15,20.333333333333332,20.0,3
cifar-10,label_flip,1.0,16,19.0,17.0,3
cifar-10,label_flip,1.0,17,18.333333333333332,16.0,3
cifar-10,label_flip,1.0,18,20.0,18.0,3
cifar-10,label_flip,1.0,19,20.0,19.0,3
cifar-10,label_flip,1.0,20,20.0,20.0,3
cifar-10,label_flip,1.0,21,20.333333333333332,19.0,3
cifar-10,label_flip,1.0,22,20.666666666666668,20.0,3
cifar-10,label_flip,1.0,23,20.666666666666668,18.0,3
cifar-10,label_flip,1.0,24,20.333333333333332,19.0,3
cifar-10,label_flip,1.0,25,21.333333333333332,21.0,3
cifar-10,label_flip,1.0,26,20.333333333333332,18.0,3
cifar-10,label_flip,1.0,27,21.333333333333332,20.0,3
cifar-10,label_flip,1.0,28,18.666666666666668,17.0,3
cifar-10,label_flip,1.0,29,21.333333333333332,19.0,3
cifar-10,label_flip,1.0,30,20.666666666666668,19.0,3
cifar-10,label_flip,1.0,31,21.666666666666668,19.0,3
cifar-10,label_flip,1.0,32,21.666666666666668,21.0,3
cifar-10,label_flip,1.0,33,21.0,20.0,3
