dataset,attack,alpha,seed,round,n_total,n_attacker_gt,n_l1_rejected,n_l1_flagged,n_l1_accepted,n_l2_rejected,n_final_rejected,n_accepted_for_aggregation,n_total_true,accuracy,GDS,H,theta_adj_signal,n_rescued,n_confirmed,n_flagged_from_l1_summary,l1_median,l1_mad,l1_thr_reject,l1_thr_flag,l2_thr_distance,l2_thr_cosine
fashion-mnist,alie,1.0,777,23,24,6.0,0,3,21,3,3,21.0,24.0,0.916,0.1687,0.0361,0.167,0.0,3.0,3.0,159.0202,12.3586,208.4546,196.096,51.42,0.8
fashion-mnist,alie,1.0,777,24,24,7.0,2,1,21,3,3,19.0,24.0,0.9125,0.1666,0.036,0.167,0.0,1.0,1.0,158.7693,12.2224,207.6587,195.4364,54.33,0.8
fashion-mnist,alie,1.0,777,25,24,8.0,0,2,22,0,0,21.0,24.0,0.91,0.1854,0.0328,0.167,2.0,0.0,2.0,158.1762,12.9707,210.0591,197.0884,59.55,0.8
fashion-mnist,alie,1.0,777,26,24,8.0,1,0,23,1,1,21.0,24.0,0.904,0.1085,0.0359,0.167,0.0,0.0,0.0,146.6098,12.3421,195.9782,183.6361,58.65,0.8
fashion-mnist,alie,1.0,777,27,24,6.0,0,2,22,0,0,18.0,24.0,0.9055,0.1886,0.0477,0.167,2.0,0.0,2.0,159.7033,12.3833,209.2364,196.8531,57.04,0.8
fashion-mnist,alie,1.0,777,28,24,7.0,0,2,22,0,0,21.0,24.0,0.915,0.1599,0.0413,0.167,2.0,0.0,2.0,153.8395,18.2869,226.9869,208.7,63.46,0.8
fashion-mnist,alie,1.0,777,29,24,8.0,0,2,22,0,0,22.0,24.0,0.9045,0.1698,0.0415,0.167,2.0,0.0,2.0,159.4339,12.8927,211.0045,198.1119,62.22,0.8
fashion-mnist,alie,1.0,777,30,24,6.0,0,0,24,0,0,22.0,24.0,0.906,0.2096,0.0428,0.167,0.0,0.0,0.0,159.5444,17.7641,230.6007,212.8367,66.62,0.8
fashion-mnist,alie,1.0,777,31,24,7.0,0,2,22,2,2,19.0,24.0,0.9145,0.2477,0.0468,0.167,0.0,2.0,2.0,145.2741,17.486,215.218,197.732,61.29,0.8
fashion-mnist,alie,1.0,777,32,24,9.0,1,0,23,1,1,20.0,24.0,0.905,0.0803,0.0484,0.167,0.0,0.0,0.0,159.7497,12.287,208.8976,196.6106,55.15,0.8
fashion-mnist,alie,1.0,777,33,24,8.0,0,1,23,0,0,21.0,24.0,0.909,0.1168,0.0424,0.167,1.0,0.0,1.0,147.7829,12.3351,197.1235,184.7883,62.49,0.8
fashion-mnist,alie,1.0,777,34,24,6.0,0,1,23,1,1,20.0,24.0,0.9155,0.0241,0.0392,0.167,0.0,1.0,1.0,159.7543,12.1265,208.2602,196.1337,54.52,0.8
fashion-mnist,alie,1.0,777,35,24,6.0,1,0,23,1,1,21.0,24.0,0.908,0.0601,0.0444,0.167,0.0,0.0,0.0,159.7158,12.1448,208.295,196.1502,52.51,0.8
fashion-mnist,alie,1.0,777,36,24,8.0,0,0,24,0,0,21.0,24.0,0.916,0.1188,0.0496,0.167,0.0,0.0,0.0,157.7261,12.2913,206.8915,194.6001,56.34,0.8
fashion-mnist,alie,1.0,777,37,24,9.0,2,0,22,2,2,20.0,24.0,0.907,0.1321,0.05,0.167,0.0,0.0,0.0,145.764,12.8851,197.3043,184.4192,69.1,0.8
fashion-mnist,alie,1.0,777,38,24,8.0,0,1,23,0,0,20.0,24.0,0.914,0.1327,0.0525,0.167,1.0,0.0,1.0,151.6998,18.1617,224.3465,206.1848,67.35,0.8
fashion-mnist,alie,1.0,777,39,24,6.0,0,2,22,0,0,22.0,24.0,0.9155,0.1829,0.0437,0.167,2.0,0.0,2.0,159.0024,12.7078,209.8338,197.126,68.96,0.8
fashion-mnist,alie,1.0,777,40,24,5.0,2,1,21,3,3,20.0,24.0,0.9145,0.0458,0.0453,0.167,0.0,1.0,1.0,158.8693,12.0367,207.016,194.9794,52.33,0.8
fashion-mnist,alie,1.0,777,41,24,8.0,1,0,23,1,1,21.0,24.0,0.912,0.0992,0.0573,0.167,0.0,0.0,0.0,158.7203,12.2499,207.7199,195.47,57.06,0.8
fashion-mnist,alie,1.0,777,42,24,7.0,0,1,23,0,0,22.0,24.0,0.92,0.144,0.0472,0.167,1.0,0.0,1.0,158.2974,12.3806,207.8199,195.4393,66.75,0.8
fashion-mnist,alie,1.0,777,43,24,7.0,0,0,24,0,0,21.0,24.0,0.9185,0.2145,0.0525,0.167,0.0,0.0,0.0,157.5081,23.3366,250.8543,227.5178,71.43,0.8
fashion-mnist,alie,1.0,777,44,24,6.0,0,1,23,0,0,20.0,24.0,0.9195,0.1426,0.0555,0.167,1.0,0.0,1.0,157.6267,12.3293,206.944,194.6147,52.85,0.8
fashion-mnist,alie,1.0,777,45,24,8.0,2,0,22,2,2,20.0,24.0,0.9015,0.1345,0.0506,0.167,0.0,0.0,0.0,147.1789,12.9336,198.9133,185.9797,73.26,0.8
fashion-mnist,alie,1.0,777,46,24,7.0,0,1,23,0,0,21.0,24.0,0.908,0.2024,0.0518,0.167,1.0,0.0,1.0,152.6756,18.2906,225.8382,207.5475,69.93,0.8
fashion-mnist,alie,1.0,777,47,24,9.0,0,0,24,0,0,22.0,24.0,0.9025,0.2172,0.0544,0.167,0.0,0.0,0.0,157.8184,22.8995,249.4165,226.5169,71.67,0.8
fashion-mnist,alie,1.0,777,48,24,8.0,2,1,21,3,3,19.0,24.0,0.901,0.0928,0.054,0.167,0.0,1.0,1.0,157.8858,12.0822,206.2145,194.1323,55.22,0.8
fashion-mnist,alie,1.0,777,49,24,5.0,1,2,21,3,3,19.0,24.0,0.91,0.0621,0.0555,0.167,0.0,2.0,2.0,147.0352,12.3277,196.3459,184.0182,55.93,0.8
fashion-mnist,alie,1.0,777,50,24,7.0,0,0,24,0,0,22.0,24.0,0.9125,0.1234,0.0611,0.167,0.0,0.0,0.0,157.8444,12.8606,209.2866,196.4261,65.01,0.8
fashion-mnist,gaussian_noise,0.1,123,11,24,8.0,0,8,16,8,8,16.0,24.0,0.7215,0.6,0.2395,0.5738,0.0,8.0,8.0,214.1953,158.6494,848.7928,690.1434,337.02,0.8
fashion-mnist,gaussian_noise,0.1,123,12,24,6.0,6,0,18,6,6,18.0,24.0,0.761,0.6,0.2371,0.5738,0.0,0.0,0.0,194.6388,127.144,703.2147,576.0707,246.23,0.8
fashion-mnist,gaussian_noise,0.1,123,13,24,8.0,0,0,24,8,8,16.0,24.0,0.7995,0.6,0.2311,0.5738,0.0,0.0,0.0,256.5441,201.4826,1062.4747,860.992,368.0,0.8
fashion-mnist,gaussian_noise,0.1,123,14,24,7.0,7,1,16,8,8,16.0,24.0,0.8485,0.6,0.1968,0.5738,0.0,1.0,1.0,183.2898,115.4731,645.1822,529.7091,260.68,0.8
fashion-mnist,gaussian_noise,0.1,123,15,24,7.0,0,7,17,7,7,17.0,24.0,0.7305,0.6089,0.2516,0.5738,0.0,7.0,7.0,213.5208,176.725,920.4207,743.6957,276.88,0.8
fashion-mnist,gaussian_noise,0.1,123,16,24,7.0,7,0,17,7,7,17.0,24.0,0.7715,0.6073,0.1926,0.5738,0.0,0.0,0.0,176.8291,140.2916,737.9955,597.7039,260.82,0.8
fashion-mnist,gaussian_noise,0.1,123,17,24,6.0,6,0,18,6,6,18.0,24.0,0.8195,0.6108,0.2661,0.5738,0.0,0.0,0.0,176.9293,140.2238,737.8245,597.6007,306.69,0.8
fashion-mnist,gaussian_noise,0.1,123,18,24,7.0,7,0,17,7,7,17.0,24.0,0.8345,0.6,0.1672,0.5738,0.0,0.0,0.0,195.3461,91.7392,562.3029,470.5637,156.64,0.8
fashion-mnist,gaussian_noise,0.1,123,19,24,8.0,1,7,16,8,8,16.0,24.0,0.8465,0.6,0.3198,0.5738,0.0,7.0,7.0,194.5977,158.4174,828.2674,669.85,276.9,0.8
fashion-mnist,gaussian_noise,0.1,123,20,24,8.0,2,6,16,8,8,16.0,24.0,0.8475,0.6023,0.2003,0.5738,0.0,6.0,6.0,177.6756,158.2581,810.7078,652.4497,230.11,0.8
fashion-mnist,gaussian_noise,0.1,123,21,24,4.0,5,1,18,6,6,18.0,24.0,0.845,0.6,0.1509,0.5738,0.0,1.0,1.0,171.2822,65.5595,433.5202,367.9607,185.73,0.8
fashion-mnist,gaussian_noise,0.1,123,22,24,8.0,8,0,16,8,8,16.0,24.0,0.835,0.6,0.2637,0.5738,0.0,0.0,0.0,195.4342,140.1807,756.1571,615.9764,306.5,0.8
fashion-mnist,gaussian_noise,0.1,123,23,24,8.0,2,6,16,8,8,16.0,24.0,0.8345,0.6073,0.1955,0.5738,0.0,6.0,6.0,212.8201,145.1751,793.5204,648.3453,246.82,0.8
fashion-mnist,gaussian_noise,0.1,123,24,24,9.0,0,9,15,9,9,15.0,24.0,0.831,0.7526,0.2507,0.5738,0.0,9.0,9.0,183.8491,170.9842,867.7859,696.8017,262.9,0.8
fashion-mnist,gaussian_noise,0.1,123,25,24,8.0,2,6,16,8,8,16.0,24.0,0.8675,0.6,0.2017,0.5738,0.0,6.0,6.0,212.9143,145.744,795.8905,650.1465,246.55,0.8
fashion-mnist,gaussian_noise,0.1,123,26,24,6.0,6,0,18,6,6,18.0,24.0,0.8745,0.6285,0.2064,0.5738,0.0,0.0,0.0,176.0667,140.0557,736.2896,596.2338,276.19,0.8
fashion-mnist,gaussian_noise,0.1,123,27,24,9.0,0,9,15,9,9,15.0,24.0,0.8335,0.7272,0.2025,0.5738,0.0,9.0,9.0,202.1488,177.0018,910.1559,733.1541,260.97,0.8
fashion-mnist,gaussian_noise,0.1,123,28,24,8.0,8,0,16,8,8,16.0,24.0,0.8235,0.605,0.201,0.5738,0.0,0.0,0.0,183.0595,139.8058,742.2827,602.4769,322.12,0.8
fashion-mnist,gaussian_noise,0.1,123,29,24,6.0,1,5,18,6,6,18.0,24.0,0.8445,0.6349,0.1935,0.5738,0.0,5.0,5.0,182.1399,157.7774,813.2496,655.4722,321.76,0.8
fashion-mnist,gaussian_noise,0.1,123,30,24,5.0,5,0,19,5,5,19.0,24.0,0.849,0.6102,0.1736,0.5738,0.0,0.0,0.0,158.1677,103.0717,570.4544,467.3827,245.53,0.8
fashion-mnist,gaussian_noise,0.1,123,31,24,9.0,2,7,15,9,9,15.0,24.0,0.8545,0.7622,0.2388,0.5738,0.0,7.0,7.0,176.8463,158.209,809.6824,651.4734,215.73,0.8
fashion-mnist,gaussian_noise,0.1,123,32,24,6.0,6,0,18,6,6,18.0,24.0,0.8635,0.6,0.2042,0.5738,0.0,0.0,0.0,177.6177,121.9212,665.3025,543.3813,246.24,0.8
fashion-mnist,gaussian_noise,0.1,123,33,24,7.0,7,1,16,8,8,16.0,24.0,0.8615,0.6182,0.1889,0.5738,0.0,1.0,1.0,176.3203,122.023,664.4124,542.3894,246.35,0.8
fashion-mnist,gaussian_noise,0.1,123,34,24,8.0,0,0,24,8,8,16.0,24.0,0.87,0.6,0.3136,0.5738,0.0,0.0,0.0,262.2308,201.3372,1067.5794,866.2423,368.13,0.8
fashion-mnist,gaussian_noise,0.1,123,35,24,7.0,0,7,17,7,7,17.0,24.0,0.8665,0.6058,0.2594,0.5738,0.0,7.0,7.0,183.5588,164.3293,840.876,676.5467,306.43,0.8
fashion-mnist,gaussian_noise,0.1,123,36,24,8.0,0,2,22,8,8,16.0,24.0,0.85,0.6076,0.2263,0.5738,0.0,2.0,2.0,219.5657,200.7905,1022.7276,821.9371,321.78,0.8
fashion-mnist,gaussian_noise,0.1,123,37,24,6.0,6,2,16,8,8,16.0,24.0,0.8445,0.5903,0.2025,0.5738,0.0,2.0,2.0,170.0483,145.7147,752.9072,607.1925,246.81,0.8
fashion-mnist,gaussian_noise,0.1,123,38,24,6.0,6,1,17,7,7,17.0,24.0,0.8835,0.6154,0.1854,0.5738,0.0,1.0,1.0,182.3291,115.8032,645.542,529.7388,262.1,0.8
fashion-mnist,gaussian_noise,0.1,123,39,24,7.0,0,7,17,7,7,17.0,24.0,0.868,0.61,0.1957,0.5738,0.0,7.0,7.0,195.0371,169.8757,874.5399,704.6642,246.03,0.8
fashion-mnist,gaussian_noise,0.1,123,40,24,7.0,7,1,16,8,8,16.0,24.0,0.8545,0.6144,0.1795,0.5738,0.0,1.0,1.0,176.0532,134.0595,712.2913,578.2318,230.03,0.8
fashion-mnist,gaussian_noise,0.1,123,41,24,7.0,7,0,17,7,7,17.0,24.0,0.885,0.6007,0.1619,0.5738,0.0,0.0,0.0,194.4427,140.293,755.6149,615.3218,337.07,0.8
fashion-mnist,gaussian_noise,0.1,123,42,24,6.0,6,2,16,8,8,16.0,24.0,0.8495,0.5796,0.2023,0.5738,0.0,2.0,2.0,177.1239,109.2171,613.9921,504.7751,217.81,0.8
fashion-mnist,gaussian_noise,0.1,123,43,24,7.0,2,5,17,7,7,17.0,24.0,0.882,0.619,0.1897,0.5738,0.0,5.0,5.0,176.371,151.7607,783.4138,631.6531,261.37,0.8
fashion-mnist,gaussian_noise,0.1,123,44,24,6.0,6,0,18,6,6,18.0,24.0,0.8675,0.6,0.1695,0.5738,0.0,0.0,0.0,182.6876,140.0566,742.914,602.8574,322.49,0.8
fashion-mnist,gaussian_noise,0.1,123,45,24,9.0,0,9,15,9,9,15.0,24.0,0.872,0.7372,0.1971,0.5738,0.0,9.0,9.0,184.1929,164.794,843.3688,678.5748,229.99,0.8
fashion-mnist,gaussian_noise,0.1,123,46,24,6.0,6,1,17,7,7,17.0,24.0,0.8705,0.6094,0.1831,0.5738,0.0,1.0,1.0,181.9958,115.3164,643.2613,527.9449,217.65,0.8
fashion-mnist,gaussian_noise,0.1,123,47,24,8.0,0,8,16,8,8,16.0,24.0,0.884,0.6,0.2141,0.5738,0.0,8.0,8.0,214.0711,170.2624,895.1207,724.8583,277.39,0.8
fashion-mnist,gaussian_noise,0.1,123,48,24,7.0,1,6,17,7,7,17.0,24.0,0.8615,0.6009,0.1889,0.5738,0.0,6.0,6.0,200.9937,158.1958,833.7768,675.581,306.68,0.8
fashion-mnist,gaussian_noise,0.1,123,49,24,7.0,0,7,17,7,7,17.0,24.0,0.8795,0.6085,0.2027,0.5738,0.0,7.0,7.0,213.6893,176.8783,921.2023,744.3241,277.44,0.8
fashion-mnist,gaussian_noise,0.1,123,50,24,8.0,0,8,16,8,8,16.0,24.0,0.861,0.6,0.2543,0.5738,0.0,8.0,8.0,195.6696,176.9834,903.6034,726.62,246.29,0.8
fashion-mnist,gaussian_noise,0.1,42,11,24,8.0,8,0,16,8,8,16.0,24.0,0.8195,0.6,0.2021,0.574,0.0,0.0,0.0,183.7472,140.2042,744.5639,604.3597,291.7,0.8
fashion-mnist,gaussian_noise,0.1,42,12,24,7.0,7,2,15,9,9,15.0,24.0,0.6825,0.6093,0.2533,0.574,0.0,2.0,2.0,151.0869,109.2898,588.246,478.9562,201.84,0.8
fashion-mnist,gaussian_noise,0.1,42,13,24,7.0,3,4,17,7,7,17.0,24.0,0.7715,0.6171,0.2407,0.574,0.0,4.0,4.0,170.4734,152.4097,780.1123,627.7025,260.62,0.8
fashion-mnist,gaussian_noise,0.1,42,14,24,8.0,8,1,15,9,9,15.0,24.0,0.7935,0.6,0.1786,0.574,0.0,1.0,1.0,177.5514,109.0988,613.9466,504.8478,201.64,0.8
fashion-mnist,gaussian_noise,0.1,42,15,24,8.0,1,7,16,8,8,16.0,24.0,0.808,0.6,0.2335,0.574,0.0,7.0,7.0,195.7058,152.2096,804.5441,652.3345,306.66,0.8
fashion-mnist,gaussian_noise,0.1,42,16,24,11.0,0,0,24,11,11,13.0,24.0,0.749,0.9579,0.2511,0.574,0.0,0.0,0.0,482.0929,298.8301,1677.4131,1378.5831,889.15,0.8
fashion-mnist,gaussian_noise,0.1,42,17,24,6.0,6,2,16,8,8,16.0,24.0,0.82,0.6127,0.1998,0.574,0.0,2.0,2.0,171.8342,97.3468,561.2213,463.8745,231.5,0.8
fashion-mnist,gaussian_noise,0.1,42,18,24,8.0,2,6,16,8,8,16.0,24.0,0.7765,0.6112,0.2158,0.574,0.0,6.0,6.0,177.9479,151.7417,784.9146,633.1729,215.6,0.8
fashion-mnist,gaussian_noise,0.1,42,19,24,8.0,8,1,15,9,9,15.0,24.0,0.823,0.6,0.1766,0.574,0.0,1.0,1.0,177.3975,109.1555,614.0194,504.8639,171.54,0.8
fashion-mnist,gaussian_noise,0.1,42,20,24,8.0,0,8,16,8,8,16.0,24.0,0.8365,0.6,0.2018,0.574,0.0,8.0,8.0,194.6284,183.0337,926.7633,743.7296,352.13,0.8
fashion-mnist,gaussian_noise,0.1,42,21,24,8.0,0,8,16,8,8,16.0,24.0,0.8305,0.6039,0.19,0.574,0.0,8.0,8.0,220.0347,176.9944,928.0123,751.0179,277.72,0.8
fashion-mnist,gaussian_noise,0.1,42,22,24,5.0,5,1,18,6,6,18.0,24.0,0.8585,0.6,0.1695,0.574,0.0,1.0,1.0,183.0036,109.393,620.5755,511.1825,216.87,0.8
fashion-mnist,gaussian_noise,0.1,42,23,24,5.0,5,0,19,5,5,19.0,24.0,0.8325,0.6,0.2685,0.574,0.0,0.0,0.0,195.1499,115.0951,655.5301,540.4351,246.97,0.8
fashion-mnist,gaussian_noise,0.1,42,24,24,5.0,6,1,17,7,7,17.0,24.0,0.8295,0.5852,0.1674,0.574,0.0,1.0,1.0,171.3575,90.9071,534.9858,444.0787,186.38,0.8
fashion-mnist,gaussian_noise,0.1,42,25,24,4.0,5,1,18,6,6,18.0,24.0,0.868,0.6236,0.1597,0.574,0.0,1.0,1.0,157.8231,67.0121,425.8716,358.8595,246.19,0.8
fashion-mnist,gaussian_noise,0.1,42,26,24,5.0,5,0,19,5,5,19.0,24.0,0.862,0.5909,0.1826,0.574,0.0,0.0,0.0,175.9559,108.677,610.664,501.987,215.81,0.8
fashion-mnist,gaussian_noise,0.1,42,27,24,8.0,0,8,16,8,8,16.0,24.0,0.8675,0.6021,0.1826,0.574,0.0,8.0,8.0,213.5077,176.9371,921.2559,744.3189,337.99,0.8
fashion-mnist,gaussian_noise,0.1,42,28,24,6.0,6,0,18,6,6,18.0,24.0,0.884,0.6,0.1667,0.574,0.0,0.0,0.0,214.2733,115.7695,677.3514,561.5819,262.25,0.8
fashion-mnist,gaussian_noise,0.1,42,29,24,7.0,8,1,15,9,9,15.0,24.0,0.8305,0.6,0.233,0.574,0.0,1.0,1.0,171.1287,90.5694,533.4062,442.8368,155.98,0.8
fashion-mnist,gaussian_noise,0.1,42,30,24,6.0,6,2,16,8,8,16.0,24.0,0.8605,0.6191,0.1569,0.574,0.0,2.0,2.0,159.5678,109.2573,596.597,487.3397,246.26,0.8
fashion-mnist,gaussian_noise,0.1,42,31,24,8.0,8,1,15,9,9,15.0,24.0,0.8395,0.6107,0.2168,0.574,0.0,1.0,1.0,165.0492,121.2668,650.1166,528.8497,245.88,0.8
fashion-mnist,gaussian_noise,0.1,42,32,24,6.0,6,0,18,6,6,18.0,24.0,0.8825,0.6,0.1675,0.574,0.0,0.0,0.0,177.2334,85.1404,517.795,432.6546,217.34,0.8
fashion-mnist,gaussian_noise,0.1,42,33,24,5.0,5,0,19,5,5,19.0,24.0,0.837,0.6,0.1358,0.574,0.0,0.0,0.0,177.3134,85.0683,517.5867,432.5183,174.22,0.8
fashion-mnist,gaussian_noise,0.1,42,34,24,6.0,6,1,17,7,7,17.0,24.0,0.8815,0.6041,0.1577,0.574,0.0,1.0,1.0,169.6182,122.0853,657.9593,535.874,230.52,0.8
fashion-mnist,gaussian_noise,0.1,42,35,24,7.0,7,0,17,7,7,17.0,24.0,0.863,0.5809,0.1974,0.574,0.0,0.0,0.0,181.9997,109.5462,620.1847,510.6384,218.29,0.8
fashion-mnist,gaussian_noise,0.1,42,36,24,9.0,0,0,24,9,9,15.0,24.0,0.847,0.7348,0.2408,0.574,0.0,0.0,0.0,299.2891,230.878,1222.8013,991.9233,491.56,0.8
fashion-mnist,gaussian_noise,0.1,42,37,24,5.0,5,2,17,7,7,17.0,24.0,0.8565,0.6051,0.1593,0.574,0.0,2.0,2.0,147.2358,96.9316,534.9622,438.0306,215.62,0.8
fashion-mnist,gaussian_noise,0.1,42,38,24,8.0,0,8,16,8,8,16.0,24.0,0.8785,0.6162,0.2076,0.574,0.0,8.0,8.0,182.7909,157.8757,814.2937,656.418,215.86,0.8
fashion-mnist,gaussian_noise,0.1,42,39,24,5.0,5,2,17,7,7,17.0,24.0,0.867,0.5749,0.1905,0.574,0.0,2.0,2.0,176.3493,108.996,612.3334,503.3374,203.77,0.8
fashion-mnist,gaussian_noise,0.1,42,40,24,7.0,0,7,17,7,7,17.0,24.0,0.888,0.6303,0.1987,0.574,0.0,7.0,7.0,183.3688,164.9536,843.1831,678.2295,249.22,0.8
fashion-mnist,gaussian_noise,0.1,42,41,24,9.0,0,1,23,9,9,15.0,24.0,0.8705,0.7092,0.1767,0.574,0.0,1.0,1.0,263.4207,181.8342,990.7573,808.9231,368.42,0.8
fashion-mnist,gaussian_noise,0.1,42,42,24,6.0,6,0,18,6,6,18.0,24.0,0.894,0.6013,0.1776,0.574,0.0,0.0,0.0,158.6115,115.474,620.5077,505.0336,200.85,0.8
fashion-mnist,gaussian_noise,0.1,42,43,24,6.0,6,1,17,7,7,17.0,24.0,0.878,0.6,0.1964,0.574,0.0,1.0,1.0,145.7476,103.2581,558.7801,455.522,202.78,0.8
fashion-mnist,gaussian_noise,0.1,42,44,24,7.0,7,0,17,7,7,17.0,24.0,0.8695,0.6179,0.2113,0.574,0.0,0.0,0.0,159.4247,140.2805,720.5468,580.2662,245.55,0.8
fashion-mnist,gaussian_noise,0.1,42,45,24,7.0,2,5,17,7,7,17.0,24.0,0.8675,0.607,0.1719,0.574,0.0,5.0,5.0,175.7468,158.4432,809.5194,651.0762,321.78,0.8
fashion-mnist,gaussian_noise,0.1,42,46,24,7.0,7,2,15,9,9,15.0,24.0,0.8815,0.6,0.1778,0.574,0.0,2.0,2.0,183.3747,102.5271,593.4832,490.9561,201.83,0.8
fashion-mnist,gaussian_noise,0.1,42,47,24,6.0,6,1,17,7,7,17.0,24.0,0.881,0.5965,0.188,0.574,0.0,1.0,1.0,176.7701,121.9473,664.5592,542.6119,246.91,0.8
fashion-mnist,gaussian_noise,0.1,42,48,24,8.0,0,0,24,8,8,16.0,24.0,0.859,0.6,0.2182,0.574,0.0,0.0,0.0,263.4576,238.1182,1215.9305,977.8123,444.43,0.8
fashion-mnist,gaussian_noise,0.1,42,49,24,7.0,2,5,17,7,7,17.0,24.0,0.885,0.6,0.1868,0.574,0.0,5.0,5.0,177.7083,152.4917,787.675,635.1834,230.33,0.8
fashion-mnist,gaussian_noise,0.1,42,50,24,7.0,7,1,16,8,8,16.0,24.0,0.8865,0.6,0.1637,0.574,0.0,1.0,1.0,194.6225,109.6976,633.4131,523.7155,232.05,0.8
fashion-mnist,gaussian_noise,0.1,777,11,24,9.0,0,9,15,9,9,15.0,24.0,0.8105,0.7057,0.2425,0.5736,0.0,9.0,9.0,214.1947,158.3878,847.746,689.3582,261.1,0.8
fashion-mnist,gaussian_noise,0.1,777,12,24,7.0,7,0,17,7,7,17.0,24.0,0.786,0.6,0.2437,0.5736,0.0,0.0,0.0,214.5066,132.9429,746.2784,613.3354,277.72,0.8
fashion-mnist,gaussian_noise,0.1,777,13,24,9.0,0,0,24,9,9,15.0,24.0,0.8505,0.7312,0.2363,0.5736,0.0,0.0,0.0,340.6741,256.169,1365.3502,1109.1812,597.66,0.8
fashion-mnist,gaussian_noise,0.1,777,14,24,7.0,7,1,16,8,8,16.0,24.0,0.731,0.5964,0.2398,0.5736,0.0,1.0,1.0,170.7945,145.7517,753.8014,608.0497,229.96,0.8
fashion-mnist,gaussian_noise,0.1,777,15,24,8.0,1,7,16,8,8,16.0,24.0,0.735,0.6097,0.2218,0.5736,0.0,7.0,7.0,177.5076,164.7246,836.406,671.6814,245.28,0.8
fashion-mnist,gaussian_noise,0.1,777,16,24,7.0,7,1,16,8,8,16.0,24.0,0.848,0.6,0.179,0.5736,0.0,1.0,1.0,196.0623,98.5792,590.3791,491.7999,173.12,0.8
fashion-mnist,gaussian_noise,0.1,777,17,24,7.0,7,0,17,7,7,17.0,24.0,0.799,0.6,0.1858,0.5736,0.0,0.0,0.0,184.1519,84.7829,523.2835,438.5006,187.07,0.8
fashion-mnist,gaussian_noise,0.1,777,18,24,8.0,0,8,16,8,8,16.0,24.0,0.8295,0.6,0.2149,0.5736,0.0,8.0,8.0,212.5828,176.6225,919.0728,742.4503,276.7,0.8
fashion-mnist,gaussian_noise,0.1,777,19,24,7.0,7,0,17,7,7,17.0,24.0,0.8595,0.6,0.1909,0.5736,0.0,0.0,0.0,196.6838,115.1812,657.4085,542.2273,246.24,0.8
fashion-mnist,gaussian_noise,0.1,777,20,24,8.0,8,0,16,8,8,16.0,24.0,0.8485,0.6,0.1752,0.5736,0.0,0.0,0.0,183.8211,102.0467,592.008,489.9612,187.86,0.8
fashion-mnist,gaussian_noise,0.1,777,21,24,6.0,6,0,18,6,6,18.0,24.0,0.8495,0.6044,0.1999,0.5736,0.0,0.0,0.0,177.28,102.8515,588.6861,485.8346,231.49,0.8
fashion-mnist,gaussian_noise,0.1,777,22,24,7.0,7,0,17,7,7,17.0,24.0,0.839,0.6,0.216,0.5736,0.0,0.0,0.0,183.7304,109.4443,621.5075,512.0632,233.39,0.8
fashion-mnist,gaussian_noise,0.1,777,23,24,9.0,0,9,15,9,9,15.0,24.0,0.8495,0.7235,0.2101,0.5736,0.0,9.0,9.0,212.9657,170.3195,894.2435,723.924,261.36,0.8
fashion-mnist,gaussian_noise,0.1,777,24,24,9.0,0,9,15,9,9,15.0,24.0,0.8585,0.7243,0.2349,0.5736,0.0,9.0,9.0,200.4447,176.6617,907.0917,730.4299,306.82,0.8
fashion-mnist,gaussian_noise,0.1,777,25,24,8.0,8,1,15,9,9,15.0,24.0,0.8275,0.613,0.2278,0.5736,0.0,1.0,1.0,164.6931,121.2581,649.7257,528.4676,215.85,0.8
fashion-mnist,gaussian_noise,0.1,777,26,24,8.0,8,1,15,9,9,15.0,24.0,0.8175,0.6,0.2064,0.5736,0.0,1.0,1.0,182.8074,115.2405,643.7695,528.529,231.54,0.8
fashion-mnist,gaussian_noise,0.1,777,27,24,7.0,7,1,16,8,8,16.0,24.0,0.849,0.6,0.1831,0.5736,0.0,1.0,1.0,183.0915,90.8428,546.4625,455.6197,201.88,0.8
fashion-mnist,gaussian_noise,0.1,777,28,24,7.0,8,0,16,8,8,16.0,24.0,0.857,0.6,0.1773,0.5736,0.0,0.0,0.0,183.9638,79.3348,501.3029,421.9681,201.36,0.8
fashion-mnist,gaussian_noise,0.1,777,29,24,8.0,0,8,16,8,8,16.0,24.0,0.859,0.6059,0.1874,0.5736,0.0,8.0,8.0,195.8459,176.6766,902.5522,725.8756,247.37,0.8
fashion-mnist,gaussian_noise,0.1,777,30,24,7.0,7,1,16,8,8,16.0,24.0,0.833,0.635,0.2314,0.5736,0.0,1.0,1.0,145.5209,121.1238,630.016,508.8922,214.74,0.8
fashion-mnist,gaussian_noise,0.1,777,31,24,7.0,1,6,17,7,7,17.0,24.0,0.8695,0.6137,0.1972,0.5736,0.0,6.0,6.0,212.6633,152.2043,821.4805,669.2762,306.85,0.8
fashion-mnist,gaussian_noise,0.1,777,32,24,6.0,6,1,17,7,7,17.0,24.0,0.841,0.6155,0.2058,0.5736,0.0,1.0,1.0,157.9798,115.4824,619.9093,504.4269,231.58,0.8
fashion-mnist,gaussian_noise,0.1,777,33,24,6.0,6,0,18,6,6,18.0,24.0,0.846,0.6161,0.1844,0.5736,0.0,0.0,0.0,176.7881,121.7258,663.6911,541.9654,246.96,0.8
