config,attack,alpha,n_seeds,DR_mean,DR_std,DR_sem,DR_min,DR_max,DR_n,FPR_mean,FPR_std,FPR_sem,FPR_min,FPR_max,FPR_n,acc_mean,acc_std,acc_sem,acc_min,acc_max,acc_n,ASR_mean,ASR_std,ASR_sem,ASR_min,ASR_max,ASR_n,gas_flagged_count_mean,gas_flagged_count_std,gas_flagged_count_sem,gas_flagged_count_min,gas_flagged_count_max,gas_flagged_count_n,gas_only_caught_mean,gas_only_caught_std,gas_only_caught_sem,gas_only_caught_min,gas_only_caught_max,gas_only_caught_n,gas_false_flag_mean,gas_false_flag_std,gas_false_flag_sem,gas_false_flag_min,gas_false_flag_max,gas_false_flag_n
G_OFF,label_flip,0.5,6,0.26735494829244827,0.11822026667766922,0.007631085400446875,0.0,0.625,240,0.047609411966029615,0.05873568823959927,0.00379137237299998,0.0,0.2222222222222222,240,0.6351625,0.06741928887605017,0.004351896383834821,0.465,0.762,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,label_flip,1.0,6,0.016772486772486772,0.0553716805801324,0.003574226612306157,0.0,0.3333333333333333,240,0.011285561739315608,0.02333535467982409,0.0015062906675467,0.0,0.07142857142857142,240,0.6408708333333333,0.07818190343300202,0.005046620166180221,0.2695,0.7775,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,minmax,0.1,6,0.36418320105820107,0.35697387025758487,0.02304256424231389,0.0,1.0,240,0.30831720334332563,0.3201638158580323,0.020666485447939618,0.0,1.0,240,0.10376458333333334,0.020520471354126758,0.0013245907301809882,0.082,0.366,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,minmax,0.25,6,0.5116093975468975,0.2911779310800311,0.018795454630934856,0.0,1.0,240,0.17400091519963812,0.17174021392159747,0.011085783139874102,0.0,0.8421052631578947,240,0.11129583333333333,0.03408164549977166,0.0021999607571993435,0.071,0.3865,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,minmax,0.5,6,0.9875909391534391,0.04070046126351376,0.002627203477609148,0.8333333333333334,1.0,240,0.08939192146719237,0.0718285110009386,0.004636510448158523,0.0,0.3333333333333333,240,0.6429708333333333,0.09265981999756137,0.005981165661885536,0.0985,0.772,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,minmax,1.0,6,0.9215970719095719,0.08732300468699929,0.0056366757148923405,0.3333333333333333,1.0,240,0.02695620280275853,0.05176848497817796,0.003341641336314534,0.0,0.35294117647058826,240,0.33047499999999996,0.14307551843308272,0.00923548500235536,0.094,0.6425,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,on_off,0.1,6,0.44838443963443964,0.30142337260748975,0.019456795037774678,0.0,1.0,240,0.3182960689336463,0.09720795537244518,0.006274746537939233,0.10526315789473684,0.5882352941176471,240,0.5130750000000001,0.1113883036234075,0.007190084081595875,0.2385,0.7015,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,on_off,0.25,6,0.29240921115921115,0.3670772859306969,0.023694736919676784,0.0,1.0,240,0.09871075316653877,0.0514878678646419,0.0033235275795247686,0.0,0.2,240,0.63179375,0.084410199383352,0.005448654941029497,0.3585,0.7585,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,on_off,0.5,6,0.28032753126503124,0.3694060249296518,0.023845056375687054,0.0,1.0,240,0.048610018686450575,0.05641593008109825,0.0036416326277482593,0.0,0.23076923076923078,240,0.67016875,0.08007779730900398,0.005168999589645759,0.464,0.79,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
G_OFF,on_off,1.0,6,0.2,0.400835946575336,0.025873849094126034,0.0,1.0,240,0.00966277007879175,0.024974229296980094,0.0016120795691928211,0.0,0.16666666666666666,240,0.6883708333333334,0.08194136325357879,0.005289292254110717,0.4785,0.8,240,,,,,,0,,,,,,0,,,,,,0,,,,,,0
